datadate,permno,ticker,comnam,ret_fwd_1
2021-12-31,12369,GM,GENERAL MOTORS CO,-0.100631
2021-12-31,15408,KHC,KRAFT HEINZ CO,-0.002786
2021-12-31,17005,CVS,C V S HEALTH CORP,0.037805
2021-12-31,21776,EXC,EXELON CORP,0.00329
2021-12-31,27959,DUK,DUKE ENERGY CORP NEW,0.001525
2021-12-31,38703,WFC,WELLS FARGO & CO NEW,0.121301
2021-12-31,53613,MU,MICRON TECHNOLOGY INC,-0.116801
2021-12-31,64186,CI,CIGNA CORP NEW,0.003615
2021-12-31,66157,USB,U S BANCORP DEL,0.035962
2021-12-31,71563,TFC,TRUIST FINANCIAL CORP,0.072929
2021-12-31,81055,COF,CAPITAL ONE FINANCIAL CORP,0.011303
2021-12-31,87842,MET,METLIFE INC,0.073132
