datadate,permno,ticker,comnam,ret_fwd_1
2022-12-31,10107,MSFT,MICROSOFT CORP,0.029817
2022-12-31,13210,EPAM,EPAM SYSTEMS INC,0.011481
2022-12-31,13447,NOW,SERVICENOW INC,0.1687
2022-12-31,13788,ZTS,ZOETIS INC,0.128298
2022-12-31,14579,PAYC,PAYCOM SOFTWARE INC,0.040424
2022-12-31,14702,AMAT,APPLIED MATERIALS INC,0.141396
2022-12-31,15272,SEDG,SOLAREDGE TECHNOLOGIES INC,0.123093
2022-12-31,15291,ETSY,ETSY INC,0.1451059999999999
2022-12-31,15488,PYPL,PAYPAL HOLDINGS INC,0.140701
2022-12-31,15850,MTCH,MATCH GROUP INC NEW,0.300911
2022-12-31,21020,AAL,AMERICAN AIRLINES GROUP INC,0.265368
2022-12-31,27828,HPQ,H P INC,0.080981
2022-12-31,36468,SHW,SHERWIN WILLIAMS CO,-0.006618
2022-12-31,46886,KLAC,K L A CORP,0.037478
2022-12-31,48486,LRCX,LAM RESH CORP,0.186364
2022-12-31,49154,TGT,TARGET CORP,0.151492
2022-12-31,51369,TER,TERADYNE INC,0.160782
2022-12-31,52230,RHI,ROBERT HALF INTERNATIONAL INC,0.133707
2022-12-31,52476,EFX,EQUIFAX INC,0.139739
2022-12-31,57568,BALL,BALL CORP,0.1353349999999999
2022-12-31,57665,NKE,NIKE INC,0.084698
2022-12-31,61241,AMD,ADVANCED MICRO DEVICES INC,0.156759
2022-12-31,62498,WST,WEST PHARMACEUTICAL SERVICES INC,0.125839
2022-12-31,70578,ECL,ECOLAB INC,0.060185
2022-12-31,75510,ADBE,ADOBE INC,0.096967
2022-12-31,75694,TECH,BIO TECHNE CORP,-0.042351
2022-12-31,76185,TYL,TYLER TECHNOLOGIES INC,-0.0023829999999999
2022-12-31,76795,ZBRA,ZEBRA TECHNOLOGIES CORP,0.229603
2022-12-31,77037,ODFL,OLD DOMINION FREIGHT LINE INC,0.17079
2022-12-31,77702,SBUX,STARBUCKS CORP,0.096702
2022-12-31,78975,INTU,INTUIT INC,0.0844449999999999
2022-12-31,80320,CPRT,COPART INC,0.0904399999999999
2022-12-31,82642,EL,LAUDER ESTEE COS INC,0.113263
2022-12-31,83621,ANSS,ANSYS INC,0.0990289999999999
2022-12-31,84788,AMZN,AMAZON COM INC,0.224238
2022-12-31,86111,AMT,AMERICAN TOWER CORP NEW,0.0509229999999999
2022-12-31,86580,NVDA,NVIDIA CORP,0.3333689999999999
2022-12-31,86996,SBAC,S B A COMMUNICATIONS CORP NEW,0.057932
2022-12-31,87657,EW,EDWARDS LIFESCIENCES CORP,0.024512
2022-12-31,88352,ISRG,INTUITIVE SURGICAL INC,-0.077591
2022-12-31,88860,ALGN,ALIGN TECHNOLOGY INC,0.275447
2022-12-31,89393,NFLX,NETFLIX INC,0.196513
2022-12-31,90248,DPZ,DOMINOS PIZZA INC,0.015553
2022-12-31,90454,MKTX,MARKETAXESS HLDGS INC,0.301136
2022-12-31,90455,MPWR,MONOLITHIC PWR SYS INC,0.202801
2022-12-31,90808,EXPE,EXPEDIA GROUP INC,0.301295
2022-12-31,92402,MSCI,M S C I INC,0.1392219999999999
2022-12-31,93089,VRSK,VERISK ANALYTICS INC,0.026939
2022-12-31,93246,GNRC,GENERAC HOLDINGS INC,0.194593
2022-12-31,93436,TSLA,TESLA INC,0.402735
