datadate,permno,ticker,comnam,ret_fwd_1
2015-12-31,12073,PBCT,PEOPLES UNITED FINANCIAL INC,-0.099945
2015-12-31,12369,GM,GENERAL MOTORS CO,-0.1285919999999999
2015-12-31,13688,PCG,P G & E CORP,0.0322369999999999
2015-12-31,13963,NWSA,NEWS CORP NEW,-0.029292
2015-12-31,15069,MRO,MARATHON OIL CORP,-0.227264
2015-12-31,20415,LUK,LEUCADIA NATIONAL CORP,-0.047829
2015-12-31,21207,NEM,NEWMONT MINING CORP,0.109405
2015-12-31,23026,FE,FIRSTENERGY CORP,0.041816
2015-12-31,23473,CINF,CINCINNATI FINANCIAL CORP,-0.026127
2015-12-31,25081,CMA,COMERICA INC,-0.180114
2015-12-31,26710,L,LOEWS CORP,-0.036298
2015-12-31,28345,MUR,MURPHY OIL CORP,-0.126603
2015-12-31,35044,RF,REGIONS FINANCIAL CORP NEW,-0.154267
2015-12-31,42906,HBAN,HUNTINGTON BANCSHARES INC,-0.224331
2015-12-31,47896,JPM,JPMORGAN CHASE & CO,-0.092331
2015-12-31,49015,LNC,LINCOLN NATIONAL CORP,-0.210008
2015-12-31,57904,AFL,AFLAC INC,-0.032487
2015-12-31,59192,CB,CHUBB CORP,
2015-12-31,59459,TRV,TRAVELERS COMPANIES INC,-0.051668
2015-12-31,62308,TMK,TORCHMARK CORP,-0.047073
2015-12-31,64995,KEY,KEYCORP NEW,-0.154004
2015-12-31,65330,LM,LEGG MASON INC,-0.219575
2015-12-31,66800,AIG,AMERICAN INTERNATIONAL GROUP INC,-0.088691
2015-12-31,71175,UNM,UNUM GROUP,-0.1342239999999999
2015-12-31,77661,DHI,D R HORTON INC,-0.1412179999999999
2015-12-31,78877,CHK,CHESAPEAKE ENERGY CORP,-0.246767
2015-12-31,79237,RIG,TRANSOCEAN LTD,-0.1584199999999999
2015-12-31,79915,NFX,NEWFIELD EXPLORATION CO,-0.107287
2015-12-31,81774,FCX,FREEPORT MCMORAN INC,-0.320632
2015-12-31,82298,DO,DIAMOND OFFSHORE DRILLING INC,-0.119057
2015-12-31,82775,HIG,HARTFORD FINANCIAL SVCS GRP INC,-0.075572
2015-12-31,83862,ETFC,E TRADE FINANCIAL CORP,-0.205228
2015-12-31,84032,NOV,NATIONAL OILWELL VARCO INC,-0.028467
2015-12-31,84129,ZION,ZIONS BANCORPORATION,-0.1693309999999999
2015-12-31,85269,VLO,VALERO ENERGY CORP NEW,-0.040264
2015-12-31,85792,PWR,QUANTA SERVICES INC,-0.076643
2015-12-31,89179,ANTM,ANTHEM INC,-0.064285
2015-12-31,89626,CME,C M E GROUP INC,-0.008378
2015-12-31,90038,AIZ,ASSURANT INC,0.00946
2015-12-31,90071,NRG,N R G ENERGY INC,-0.083787
2015-12-31,90601,NDAQ,NASDAQ INC,0.065742
2015-12-31,91611,FSLR,FIRST SOLAR INC,0.0403609999999999
