datadate,permno,ticker,comnam,ret_fwd_1
2017-12-31,10516,ADM,ARCHER DANIELS MIDLAND CO,0.070407
2017-12-31,11600,XRAY,DENTSPLY SIRONA INC,-0.077457
2017-12-31,12073,PBCT,PEOPLES UNITED FINANCIAL INC,0.059896
2017-12-31,12558,KMI,KINDER MORGAN INC,0.000737
2017-12-31,13688,PCG,P G & E CORP,-0.054736
2017-12-31,13928,COP,CONOCOPHILLIPS,0.0702159999999999
2017-12-31,14541,CVX,CHEVRON CORP NEW,7.800000000000016e-05
2017-12-31,14601,NAVI,NAVIENT CORP,0.0686199999999999
2017-12-31,15069,MRO,MARATHON OIL CORP,0.073224
2017-12-31,15707,HPE,HEWLETT PACKARD ENTERPRISE CO,0.140861
2017-12-31,16432,GT,GOODYEAR TIRE & RUBBER CO,0.0808179999999999
2017-12-31,23085,SCG,SCANA CORP NEW,0.020419
2017-12-31,23473,CINF,CINCINNATI FINANCIAL CORP,0.024544
2017-12-31,25785,F,FORD MOTOR CO DEL,-0.100479
2017-12-31,28484,HES,HESS CORP,0.06284
2017-12-31,32707,HP,HELMERICH & PAYNE INC,0.1131249999999999
2017-12-31,37584,BEN,FRANKLIN RESOURCES INC,-0.022432
2017-12-31,38703,WFC,WELLS FARGO & CO NEW,0.0830259999999999
2017-12-31,45356,JCI,JOHNSON CONTROLS INTL PLC,0.025565
2017-12-31,50017,RRC,RANGE RESOURCES CORP,-0.165913
2017-12-31,52329,JEC,JACOBS ENGINEERING GROUP INC,0.051863
2017-12-31,59248,TAP,MOLSON COORS BREWING CO,0.02256
2017-12-31,60599,CTL,CENTURYLINK INC,0.066546
2017-12-31,61815,NBL,NOBLE ENERGY INC,0.046158
2017-12-31,64995,KEY,KEYCORP NEW,0.059782
2017-12-31,66800,AIG,AMERICAN INTERNATIONAL GROUP INC,0.071643
2017-12-31,69550,MYL,MYLAN N V,0.011563
2017-12-31,77606,KSS,KOHLS CORP,0.193157
2017-12-31,78916,AGN,ALLERGAN PLC,0.100768
2017-12-31,84032,NOV,NATIONAL OILWELL VARCO INC,0.017123
2017-12-31,85675,EVHC,ENVISION HEALTHCARE CORP,0.040177
2017-12-31,90386,MOS,MOSAIC CO NEW,0.0627129999999999
