permno,date,ticker,mean_recommendation,recommendation_change,num_recommendations
17005,2020-12-31,CVS,2.5,0.5,2
17005,2021-01-31,CVS,1.6666666666666667,-0.8333333333333333,3
17005,2021-02-28,CVS,3.0,1.3333333333333333,1
17005,2021-03-31,CVS,3.0,0.0,1
17005,2021-04-30,CVS,2.0,-1.0,2
17005,2021-05-31,CVS,2.5,0.5,2
17005,2021-07-31,CVS,2.0,-0.5,1
17005,2021-08-31,CVS,1.0,-1.0,1
17005,2021-11-30,CVS,2.3333333333333335,1.3333333333333335,3
17005,2021-12-31,CVS,2.0,-0.3333333333333335,2
17005,2022-02-28,CVS,2.0,0.0,2
17005,2022-03-31,CVS,3.0,1.0,1
17005,2022-05-31,CVS,3.0,0.0,2
17005,2022-06-30,CVS,2.0,-1.0,1
17005,2022-08-31,CVS,1.0,-1.0,1
17005,2022-09-30,CVS,1.0,0.0,1
17005,2022-11-30,CVS,3.0,2.0,1
17005,2023-01-31,CVS,3.0,0.0,1
17005,2023-02-28,CVS,1.0,-2.0,1
17005,2023-04-30,CVS,2.5,1.5,2
17005,2023-05-31,CVS,2.3333333333333335,-0.16666666666666652,3
17005,2023-06-30,CVS,2.0,-0.3333333333333335,1
17005,2023-08-31,CVS,1.0,-1.0,1
17005,2023-09-30,CVS,1.5,0.5,2
17005,2024-01-31,CVS,3.0,1.5,1
17005,2024-02-29,CVS,2.0,-1.0,2
17005,2024-03-31,CVS,2.5,0.5,2
17005,2024-05-31,CVS,3.0,0.5,2
17005,2024-06-30,CVS,3.0,0.0,1
17005,2024-07-31,CVS,2.0,-1.0,1
17005,2024-08-31,CVS,3.0,1.0,1
17005,2024-09-30,CVS,1.0,-2.0,1
17005,2024-10-31,CVS,2.0,1.0,1
17005,2024-11-30,CVS,2.0,0.0,1
17005,2024-12-31,CVS,2.0,0.0,2
17144,2019-12-31,GIS,2.0,,2
17144,2020-01-31,GIS,3.0,1.0,1
17144,2020-03-31,GIS,3.0,0.0,1
17144,2020-04-30,GIS,2.0,-1.0,1
17144,2020-06-30,GIS,5.0,3.0,1
17144,2020-07-31,GIS,3.0,-2.0,1
17144,2020-09-30,GIS,2.0,-1.0,1
17144,2020-12-31,GIS,2.0,0.0,1
17144,2021-05-31,GIS,3.0,1.0,1
17144,2021-09-30,GIS,3.5,0.5,2
17144,2021-12-31,GIS,2.0,-1.5,1
17144,2022-01-31,GIS,4.0,2.0,1
17144,2022-09-30,GIS,3.0,-1.0,1
17144,2022-11-30,GIS,2.0,-1.0,1
17144,2022-12-31,GIS,3.5,1.5,2
17144,2023-01-31,GIS,3.0,-0.5,1
17144,2023-02-28,GIS,3.0,0.0,1
17144,2023-03-31,GIS,4.0,1.0,1
17144,2023-04-30,GIS,1.0,-3.0,1
17144,2023-06-30,GIS,3.0,2.0,1
17144,2023-07-31,GIS,1.0,-2.0,1
17144,2023-09-30,GIS,3.0,2.0,2
17144,2024-03-31,GIS,3.0,0.0,2
17144,2024-05-31,GIS,3.0,0.0,1
17144,2024-07-31,GIS,3.0,0.0,2
17144,2024-08-31,GIS,2.0,-1.0,1
17144,2024-12-31,GIS,1.0,-1.0,1
17307,2019-12-31,VICI,2.0,,1
17307,2020-01-31,VICI,2.5,0.5,2
17307,2020-02-29,VICI,2.0,-0.5,1
17307,2020-06-30,VICI,1.0,-1.0,2
17307,2020-07-31,VICI,2.0,1.0,2
17307,2020-11-30,VICI,1.5,-0.5,2
17307,2020-12-31,VICI,2.0,0.5,1
17307,2021-03-31,VICI,2.0,0.0,4
17307,2021-05-31,VICI,3.0,1.0,1
17307,2021-08-31,VICI,2.0,-1.0,1
17307,2021-09-30,VICI,1.6666666666666667,-0.33333333333333326,3
17307,2021-10-31,VICI,2.0,0.33333333333333326,1
17307,2021-12-31,VICI,2.5,0.5,2
17307,2022-01-31,VICI,2.0,-0.5,1
17307,2022-05-31,VICI,2.0,0.0,1
17307,2022-07-31,VICI,1.5,-0.5,2
17307,2022-08-31,VICI,2.0,0.5,1
17307,2022-11-30,VICI,1.0,-1.0,1
17307,2022-12-31,VICI,3.0,2.0,1
17307,2023-01-31,VICI,1.6666666666666667,-1.3333333333333333,3
17307,2023-03-31,VICI,2.0,0.33333333333333326,1
17307,2023-04-30,VICI,2.0,0.0,1
17307,2023-06-30,VICI,2.0,0.0,2
17307,2023-07-31,VICI,3.0,1.0,1
17307,2023-09-30,VICI,2.0,-1.0,1
17307,2023-10-31,VICI,3.0,1.0,1
17307,2023-12-31,VICI,2.0,-1.0,1
17307,2024-07-31,VICI,2.0,0.0,1
17478,2019-12-31,MHP,3.0,,1
17478,2020-01-31,MHP,2.3333333333333335,-0.6666666666666665,3
17478,2020-05-31,MHP,1.0,-1.3333333333333335,1
17478,2020-06-30,MHP,2.0,1.0,1
17478,2020-11-30,MHP,2.0,0.0,1
17478,2020-12-31,MHP,1.5,-0.5,2
17478,2021-03-31,MHP,2.0,0.5,1
17478,2021-04-30,MHP,2.0,0.0,1
17478,2021-07-31,MHP,2.0,0.0,2
17478,2021-10-31,MHP,3.0,1.0,1
17478,2022-03-31,MHP,1.75,-1.25,4
17478,2022-05-31,MHP,2.0,0.25,3
17478,2022-11-30,MHP,2.0,0.0,1
17478,2023-04-30,MHP,2.0,0.0,1
17478,2023-05-31,MHP,2.0,0.0,1
17478,2023-06-30,MHP,1.0,-1.0,1
17478,2023-09-30,MHP,1.0,0.0,1
17478,2023-10-31,MHP,2.0,1.0,1
17478,2023-11-30,MHP,1.0,-1.0,1
17478,2024-03-31,MHP,1.0,0.0,1
17478,2024-08-31,MHP,2.0,1.0,1
17478,2024-10-31,MHP,2.6666666666666665,0.6666666666666665,3
17700,2019-12-31,CDAY,2.0,,1
17700,2020-01-31,CDAY,2.5,0.5,2
17700,2020-03-31,CDAY,2.5,0.0,2
17700,2020-04-30,CDAY,3.5,1.0,4
17700,2020-05-31,CDAY,3.0,-0.5,1
17700,2020-07-31,CDAY,2.0,-1.0,1
17700,2020-08-31,CDAY,3.0,1.0,1
17700,2020-10-31,CDAY,2.0,-1.0,1
17700,2020-11-30,CDAY,2.3333333333333335,0.3333333333333335,3
17700,2021-02-28,CDAY,2.0,-0.3333333333333335,1
17700,2021-04-30,CDAY,1.0,-1.0,1
17700,2021-06-30,CDAY,3.5,2.5,2
17700,2021-08-31,CDAY,1.0,-2.5,1
17700,2021-10-31,CDAY,2.0,1.0,1
17700,2021-11-30,CDAY,2.5,0.5,2
17700,2022-01-31,CDAY,3.0,0.5,1
17700,2022-02-28,CDAY,3.0,0.0,1
17700,2022-03-31,CDAY,2.0,-1.0,1
17700,2022-10-31,CDAY,3.0,1.0,1
17700,2023-02-28,CDAY,3.0,0.0,1
17700,2023-05-31,CDAY,2.0,-1.0,1
17700,2023-08-31,CDAY,2.0,0.0,1
17700,2023-10-31,CDAY,2.5,0.5,2
17700,2024-01-31,CDAY,1.0,-1.5,1
17700,2024-05-31,CDAY,3.0,2.0,1
17700,2024-07-31,CDAY,2.0,-1.0,2
17700,2024-09-30,CDAY,2.0,0.0,1
17700,2024-11-30,CDAY,3.0,1.0,1
17743,2019-12-31,WRB,2.0,,1
17743,2020-01-31,WRB,1.0,-1.0,1
17743,2020-04-30,WRB,2.5,1.5,2
17743,2020-06-30,WRB,4.0,1.5,1
17743,2021-01-31,WRB,3.0,-1.0,1
17743,2021-04-30,WRB,2.0,-1.0,1
17743,2021-08-31,WRB,3.0,1.0,2
17743,2021-10-31,WRB,2.5,-0.5,2
17743,2021-11-30,WRB,2.5,0.0,2
17743,2021-12-31,WRB,2.0,-0.5,2
17743,2022-02-28,WRB,1.0,-1.0,1
17743,2022-04-30,WRB,2.0,1.0,1
17743,2022-08-31,WRB,1.0,-1.0,1
17743,2022-09-30,WRB,2.0,1.0,1
17743,2022-11-30,WRB,1.0,-1.0,1
17743,2023-01-31,WRB,3.0,2.0,1
17743,2023-03-31,WRB,1.0,-2.0,1
17743,2023-07-31,WRB,3.0,2.0,1
17743,2023-09-30,WRB,1.0,-2.0,1
17743,2023-12-31,WRB,2.5,1.5,2
17743,2024-01-31,WRB,3.0,0.5,2
17743,2024-04-30,WRB,2.0,-1.0,1
17743,2024-06-30,WRB,3.0,1.0,1
17743,2024-09-30,WRB,4.0,1.0,1
17743,2024-11-30,WRB,2.0,-2.0,1
17743,2024-12-31,WRB,3.0,1.0,1
17750,2020-03-31,KMB,2.0,,2
17750,2020-04-30,KMB,3.0,1.0,1
17750,2020-10-31,KMB,2.5,-0.5,2
17750,2020-12-31,KMB,4.0,1.5,1
17750,2021-01-31,KMB,3.0,-1.0,3
17750,2021-03-31,KMB,4.0,1.0,1
17750,2021-05-31,KMB,3.0,-1.0,1
17750,2021-09-30,KMB,3.0,0.0,1
17750,2021-10-31,KMB,3.0,0.0,3
17750,2022-01-31,KMB,3.5,0.5,2
17750,2022-02-28,KMB,5.0,1.5,1
17750,2022-09-30,KMB,4.0,-1.0,2
17750,2022-10-31,KMB,3.0,-1.0,4
17750,2022-12-31,KMB,3.5,0.5,2
17750,2023-01-31,KMB,3.5,0.0,2
17750,2023-03-31,KMB,3.0,-0.5,1
17750,2023-07-31,KMB,3.0,0.0,1
17750,2023-08-31,KMB,2.0,-1.0,1
17750,2023-09-30,KMB,3.0,1.0,1
17750,2023-10-31,KMB,3.0,0.0,1
17750,2023-11-30,KMB,2.0,-1.0,1
17750,2023-12-31,KMB,4.0,2.0,1
17750,2024-03-31,KMB,2.0,-2.0,2
17750,2024-06-30,KMB,2.0,0.0,3
17750,2024-08-31,KMB,3.0,1.0,1
17830,2020-01-31,RTX,2.0,,2
17830,2020-04-30,RTX,2.75,0.75,8
17830,2020-05-31,RTX,2.0,-0.75,1
17830,2020-06-30,RTX,3.0,1.0,1
17830,2020-07-31,RTX,2.5,-0.5,2
17830,2020-09-30,RTX,2.0,-0.5,1
17830,2020-11-30,RTX,2.0,0.0,1
17830,2020-12-31,RTX,1.0,-1.0,1
17830,2021-02-28,RTX,2.5,1.5,2
17830,2021-03-31,RTX,2.0,-0.5,1
17830,2021-04-30,RTX,1.0,-1.0,1
17830,2021-05-31,RTX,2.3333333333333335,1.3333333333333335,3
17830,2021-07-31,RTX,1.0,-1.3333333333333335,1
17830,2021-08-31,RTX,2.0,1.0,1
17830,2021-09-30,RTX,3.0,1.0,1
17830,2021-10-31,RTX,2.0,-1.0,2
17830,2021-11-30,RTX,3.0,1.0,1
17830,2021-12-31,RTX,2.0,-1.0,2
17830,2022-01-31,RTX,2.0,0.0,1
17830,2022-02-28,RTX,2.5,0.5,2
17830,2022-04-30,RTX,2.0,-0.5,1
17830,2022-05-31,RTX,2.0,0.0,1
17830,2022-08-31,RTX,2.0,0.0,1
17830,2022-10-31,RTX,2.5,0.5,4
17830,2022-11-30,RTX,3.0,0.5,1
17830,2023-01-31,RTX,3.0,0.0,1
17830,2023-02-28,RTX,3.0,0.0,1
17830,2023-04-30,RTX,2.0,-1.0,2
17830,2023-05-31,RTX,2.0,0.0,1
17830,2023-07-31,RTX,2.75,0.75,4
17830,2023-08-31,RTX,2.0,-0.75,2
17830,2023-09-30,RTX,3.2857142857142856,1.2857142857142856,7
17830,2023-10-31,RTX,5.0,1.7142857142857144,1
17830,2023-11-30,RTX,3.0,-2.0,2
17830,2024-01-31,RTX,3.0,0.0,2
17830,2024-03-31,RTX,2.0,-1.0,1
17830,2024-04-30,RTX,3.0,1.0,1
17830,2024-05-31,RTX,2.0,-1.0,1
17830,2024-07-31,RTX,1.0,-1.0,1
17830,2024-10-31,RTX,3.0,2.0,1
17830,2024-11-30,RTX,3.0,0.0,1
17830,2024-12-31,RTX,2.0,-1.0,1
17942,2020-03-31,KDP,3.0,,1
17942,2020-04-30,KDP,3.0,0.0,1
17942,2020-06-30,KDP,1.5,-1.5,2
17942,2020-07-31,KDP,2.0,0.5,1
17942,2020-08-31,KDP,2.0,0.0,1
17942,2020-11-30,KDP,2.0,0.0,1
17942,2020-12-31,KDP,3.0,1.0,1
17942,2021-01-31,KDP,2.0,-1.0,2
17942,2021-03-31,KDP,2.3333333333333335,0.3333333333333335,3
17942,2021-06-30,KDP,2.5,0.16666666666666652,2
17942,2021-10-31,KDP,2.0,-0.5,1
17942,2022-03-31,KDP,3.0,1.0,1
17942,2022-04-30,KDP,3.0,0.0,1
17942,2022-09-30,KDP,3.0,0.0,1
17942,2022-10-31,KDP,2.5,-0.5,2
17942,2023-02-28,KDP,1.0,-1.5,1
17942,2023-07-31,KDP,2.0,1.0,1
17942,2023-11-30,KDP,1.0,-1.0,1
17942,2023-12-31,KDP,3.0,2.0,1
17942,2024-01-31,KDP,3.0,0.0,1
17942,2024-02-29,KDP,2.0,-1.0,1
17942,2024-05-31,KDP,3.0,1.0,1
17942,2024-06-30,KDP,3.0,0.0,2
17942,2024-10-31,KDP,1.0,-2.0,1
17942,2024-12-31,KDP,2.0,1.0,1
18143,2019-12-31,LIN,2.0,,1
18143,2020-02-29,LIN,2.5,0.5,2
18143,2020-03-31,LIN,1.5,-1.0,4
18143,2020-04-30,LIN,3.0,1.5,2
18143,2020-05-31,LIN,1.0,-2.0,1
18143,2020-06-30,LIN,3.0,2.0,1
18143,2020-07-31,LIN,2.0,-1.0,2
18143,2020-09-30,LIN,2.0,0.0,1
18143,2020-10-31,LIN,3.0,1.0,1
18143,2020-11-30,LIN,2.0,-1.0,1
18143,2020-12-31,LIN,2.0,0.0,1
18143,2021-01-31,LIN,1.0,-1.0,1
18143,2021-05-31,LIN,2.0,1.0,1
18143,2021-06-30,LIN,3.0,1.0,1
18143,2021-10-31,LIN,2.5,-0.5,2
18143,2021-12-31,LIN,2.0,-0.5,2
18143,2022-05-31,LIN,2.0,0.0,2
18143,2022-10-31,LIN,2.0,0.0,2
18143,2022-11-30,LIN,2.0,0.0,1
18143,2023-03-31,LIN,1.6666666666666667,-0.33333333333333326,3
18143,2023-04-30,LIN,1.0,-0.6666666666666667,1
18143,2023-05-31,LIN,2.0,1.0,1
18143,2023-07-31,LIN,1.0,-1.0,1
18143,2023-08-31,LIN,2.0,1.0,1
18143,2023-09-30,LIN,3.0,1.0,1
18143,2023-12-31,LIN,2.0,-1.0,1
18143,2024-01-31,LIN,3.0,1.0,1
18143,2024-02-29,LIN,2.3333333333333335,-0.6666666666666665,3
18143,2024-04-30,LIN,2.25,-0.08333333333333348,4
18143,2024-05-31,LIN,3.0,0.75,1
18143,2024-07-31,LIN,2.0,-1.0,1
18163,2020-03-31,PG,1.8,,5
18163,2020-04-30,PG,2.3333333333333335,0.5333333333333334,3
18163,2020-12-31,PG,2.0,-0.3333333333333335,1
18163,2021-01-31,PG,3.0,1.0,2
18163,2021-07-31,PG,2.0,-1.0,1
18163,2021-10-31,PG,1.0,-1.0,1
18163,2021-11-30,PG,2.5,1.5,2
18163,2022-01-31,PG,2.0,-0.5,1
18163,2022-02-28,PG,3.0,1.0,1
18163,2022-03-31,PG,2.5,-0.5,2
18163,2022-04-30,PG,2.0,-0.5,1
18163,2022-09-30,PG,3.0,1.0,1
18163,2022-10-31,PG,3.0,0.0,1
18163,2022-11-30,PG,1.0,-2.0,1
18163,2022-12-31,PG,2.5,1.5,2
18163,2023-01-31,PG,3.0,0.5,1
18163,2023-03-31,PG,2.0,-1.0,1
18163,2023-05-31,PG,3.0,1.0,1
18163,2023-09-30,PG,2.5,-0.5,2
18163,2023-10-31,PG,3.0,0.5,1
18163,2023-11-30,PG,1.0,-2.0,1
18163,2024-01-31,PG,2.0,1.0,2
18163,2024-03-31,PG,2.0,0.0,1
18163,2024-06-30,PG,2.0,0.0,1
18163,2024-07-31,PG,3.0,1.0,2
18163,2024-08-31,PG,1.0,-2.0,1
18163,2024-09-30,PG,3.0,2.0,2
18163,2024-10-31,PG,3.0,0.0,2
18163,2024-11-30,PG,2.0,-1.0,1
18267,2019-12-31,DELL,2.0,,1
18267,2020-02-29,DELL,3.0,1.0,1
18267,2020-04-30,DELL,3.0,0.0,2
18267,2020-07-31,DELL,2.5,-0.5,2
18267,2020-08-31,DELL,2.0,-0.5,1
18267,2020-09-30,DELL,3.0,1.0,1
18267,2020-10-31,DELL,2.0,-1.0,1
18267,2021-01-31,DELL,2.0,0.0,2
18267,2021-02-28,DELL,2.0,0.0,1
18267,2021-04-30,DELL,2.0,0.0,1
18267,2021-06-30,DELL,2.0,0.0,1
18267,2021-09-30,DELL,2.0,0.0,1
18267,2021-10-31,DELL,2.0,0.0,1
18267,2021-11-30,DELL,2.5,0.5,2
18267,2021-12-31,DELL,3.0,0.5,1
18267,2022-02-28,DELL,1.0,-2.0,1
18267,2022-03-31,DELL,2.6666666666666665,1.6666666666666665,3
18267,2022-04-30,DELL,3.0,0.3333333333333335,1
18267,2022-08-31,DELL,2.0,-1.0,1
18267,2022-09-30,DELL,1.0,-1.0,1
18267,2022-10-31,DELL,3.0,2.0,1
18267,2022-12-31,DELL,3.0,0.0,1
18267,2023-01-31,DELL,3.0,0.0,1
18267,2023-03-31,DELL,2.0,-1.0,1
18267,2023-04-30,DELL,3.0,1.0,1
18267,2023-05-31,DELL,2.0,-1.0,1
18267,2023-09-30,DELL,3.0,1.0,3
18267,2023-11-30,DELL,2.0,-1.0,1
18267,2023-12-31,DELL,2.0,0.0,1
18267,2024-01-31,DELL,2.0,0.0,1
18267,2024-03-31,DELL,2.0,0.0,2
18267,2024-05-31,DELL,2.0,0.0,1
18267,2024-07-31,DELL,3.0,1.0,1
18267,2024-08-31,DELL,2.3333333333333335,-0.6666666666666665,3
18267,2024-09-30,DELL,2.25,-0.08333333333333348,4
18312,2020-03-31,MRNA,3.0,,1
18312,2020-04-30,MRNA,2.0,-1.0,1
18312,2020-06-30,MRNA,1.5,-0.5,2
18312,2020-07-31,MRNA,2.25,0.75,4
18312,2020-09-30,MRNA,4.0,1.75,1
18312,2020-11-30,MRNA,3.3333333333333335,-0.6666666666666665,3
18312,2020-12-31,MRNA,3.0,-0.3333333333333335,3
18312,2021-02-28,MRNA,4.0,1.0,1
18312,2021-06-30,MRNA,2.0,-2.0,1
18312,2021-08-31,MRNA,3.0,1.0,2
18312,2021-10-31,MRNA,3.0,0.0,2
18312,2021-11-30,MRNA,2.0,-1.0,1
18312,2021-12-31,MRNA,1.0,-1.0,1
18312,2022-01-31,MRNA,3.0,2.0,2
18312,2022-02-28,MRNA,3.0,0.0,1
18312,2022-03-31,MRNA,1.0,-2.0,1
18312,2022-05-31,MRNA,3.0,2.0,1
18312,2022-09-30,MRNA,2.0,-1.0,1
18312,2022-10-31,MRNA,3.0,1.0,1
18312,2022-11-30,MRNA,2.0,-1.0,1
18312,2022-12-31,MRNA,2.3333333333333335,0.3333333333333335,3
18312,2023-02-28,MRNA,4.0,1.6666666666666665,1
18312,2023-03-31,MRNA,2.0,-2.0,1
18312,2023-04-30,MRNA,3.0,1.0,1
18312,2023-07-31,MRNA,3.3333333333333335,0.3333333333333335,3
18312,2023-08-31,MRNA,3.0,-0.3333333333333335,1
18312,2023-09-30,MRNA,2.0,-1.0,1
18312,2023-10-31,MRNA,3.0,1.0,1
18312,2023-11-30,MRNA,3.25,0.25,4
18312,2024-01-31,MRNA,1.0,-2.25,2
18312,2024-02-29,MRNA,4.0,3.0,1
18312,2024-05-31,MRNA,3.0,-1.0,1
18312,2024-06-30,MRNA,3.0,0.0,1
18312,2024-08-31,MRNA,3.0,0.0,3
18312,2024-09-30,MRNA,3.3333333333333335,0.3333333333333335,3
18312,2024-10-31,MRNA,3.0,-0.3333333333333335,1
18312,2024-11-30,MRNA,3.0,0.0,4
18312,2024-12-31,MRNA,3.5,0.5,2
18420,2019-12-31,FOXA,4.0,,1
18420,2020-03-31,FOXA,3.0,-1.0,1
18420,2020-04-30,FOXA,2.6666666666666665,-0.3333333333333335,3
18420,2020-06-30,FOXA,3.0,0.3333333333333335,1
18420,2020-07-31,FOXA,3.0,0.0,2
18420,2020-12-31,FOXA,3.0,0.0,1
18420,2021-04-30,FOXA,3.0,0.0,1
18420,2021-05-31,FOXA,2.5,-0.5,2
18420,2021-06-30,FOXA,2.5,0.0,2
18420,2021-08-31,FOXA,1.0,-1.5,1
18420,2021-09-30,FOXA,2.0,1.0,1
18420,2021-11-30,FOXA,2.0,0.0,1
18420,2022-04-30,FOXA,3.0,1.0,1
18420,2022-07-31,FOXA,3.0,0.0,2
18420,2022-10-31,FOXA,2.3333333333333335,-0.6666666666666665,3
18420,2023-01-31,FOXA,3.3333333333333335,1.0,3
18420,2023-03-31,FOXA,3.0,-0.3333333333333335,1
18420,2023-04-30,FOXA,3.0,0.0,3
18420,2023-05-31,FOXA,3.0,0.0,1
18420,2023-07-31,FOXA,4.0,1.0,1
18420,2023-08-31,FOXA,3.0,-1.0,1
18420,2023-09-30,FOXA,3.0,0.0,1
18420,2023-10-31,FOXA,3.3333333333333335,0.3333333333333335,3
18420,2023-11-30,FOXA,3.0,-0.3333333333333335,1
18420,2024-01-31,FOXA,3.0,0.0,1
18420,2024-03-31,FOXA,2.0,-1.0,1
18420,2024-04-30,FOXA,2.0,0.0,1
18420,2024-05-31,FOXA,1.0,-1.0,1
18420,2024-06-30,FOXA,2.5,1.5,2
18420,2024-08-31,FOXA,2.0,-0.5,1
18420,2024-09-30,FOXA,3.5,1.5,2
18420,2024-11-30,FOXA,3.0,-0.5,1
18428,2019-12-31,DOW,2.5,,2
18428,2020-01-31,DOW,3.0,0.5,1
18428,2020-03-31,DOW,2.0,-1.0,5
18428,2020-04-30,DOW,3.0,1.0,1
18428,2020-05-31,DOW,3.5,0.5,2
18428,2020-09-30,DOW,3.5,0.0,2
18428,2020-11-30,DOW,3.3333333333333335,-0.16666666666666652,3
18428,2020-12-31,DOW,2.0,-1.3333333333333335,2
18428,2021-02-28,DOW,3.0,1.0,1
18428,2021-03-31,DOW,2.0,-1.0,1
18428,2021-04-30,DOW,1.0,-1.0,1
18428,2021-05-31,DOW,2.5,1.5,2
18428,2021-06-30,DOW,3.0,0.5,1
18428,2021-07-31,DOW,4.0,1.0,1
18428,2021-09-30,DOW,2.0,-2.0,1
18428,2021-10-31,DOW,3.25,1.25,4
18428,2022-04-30,DOW,3.0,-0.25,1
18428,2022-05-31,DOW,3.0,0.0,4
18428,2022-06-30,DOW,3.0,0.0,2
18428,2022-08-31,DOW,4.0,1.0,1
18428,2022-09-30,DOW,3.0,-1.0,3
18428,2022-10-31,DOW,3.0,0.0,1
18428,2023-01-31,DOW,3.0,0.0,2
18428,2023-02-28,DOW,2.0,-1.0,1
18428,2023-03-31,DOW,2.5,0.5,2
18428,2023-04-30,DOW,2.0,-0.5,1
18428,2023-06-30,DOW,4.0,2.0,1
18428,2023-09-30,DOW,2.0,-2.0,1
18428,2023-10-31,DOW,3.0,1.0,3
18428,2023-12-31,DOW,3.0,0.0,1
18428,2024-01-31,DOW,2.3333333333333335,-0.6666666666666665,3
18428,2024-02-29,DOW,3.0,0.6666666666666665,1
18428,2024-04-30,DOW,2.0,-1.0,1
18428,2024-07-31,DOW,3.0,1.0,1
18428,2024-12-31,DOW,2.0,-1.0,1
18542,2019-12-31,CAT,3.0,,1
18542,2020-01-31,CAT,2.0,-1.0,2
18542,2020-02-29,CAT,2.0,0.0,1
18542,2020-03-31,CAT,1.6666666666666667,-0.33333333333333326,3
18542,2020-04-30,CAT,3.5,1.8333333333333333,4
18542,2020-06-30,CAT,2.5,-1.0,2
18542,2020-07-31,CAT,3.0,0.5,1
18542,2020-08-31,CAT,3.0,0.0,1
18542,2020-09-30,CAT,3.0,0.0,1
18542,2020-10-31,CAT,3.0,0.0,2
18542,2021-01-31,CAT,2.5,-0.5,2
18542,2021-03-31,CAT,3.0,0.5,1
18542,2021-04-30,CAT,3.0,0.0,3
18542,2021-05-31,CAT,3.0,0.0,1
18542,2021-10-31,CAT,2.0,-1.0,1
18542,2021-11-30,CAT,2.0,0.0,1
18542,2021-12-31,CAT,1.5,-0.5,2
18542,2022-01-31,CAT,3.0,1.5,1
18542,2022-02-28,CAT,2.0,-1.0,1
18542,2022-03-31,CAT,2.0,0.0,2
18542,2022-04-30,CAT,4.0,2.0,1
18542,2022-07-31,CAT,3.0,-1.0,1
18542,2022-10-31,CAT,3.0,0.0,1
18542,2022-12-31,CAT,3.5,0.5,2
18542,2023-01-31,CAT,2.0,-1.5,2
18542,2023-03-31,CAT,2.0,0.0,1
18542,2023-04-30,CAT,3.0,1.0,1
18542,2023-06-30,CAT,3.0,0.0,2
18542,2023-08-31,CAT,3.0,0.0,1
18542,2023-10-31,CAT,2.0,-1.0,1
18542,2023-11-30,CAT,3.0,1.0,1
18542,2024-01-31,CAT,3.0,0.0,1
18542,2024-02-29,CAT,3.0,0.0,1
18542,2024-03-31,CAT,2.0,-1.0,2
18542,2024-04-30,CAT,3.0,1.0,2
18542,2024-05-31,CAT,3.0,0.0,1
18542,2024-06-30,CAT,3.0,0.0,1
18542,2024-08-31,CAT,3.0,0.0,1
18542,2024-10-31,CAT,4.0,1.0,1
18542,2024-11-30,CAT,3.0,-1.0,2
18576,2019-12-31,UBER,3.0,,2
18576,2020-01-31,UBER,1.5,-1.5,2
18576,2020-02-29,UBER,2.0,0.5,3
18576,2020-03-31,UBER,2.6666666666666665,0.6666666666666665,3
18576,2020-04-30,UBER,4.0,1.3333333333333335,1
18576,2020-05-31,UBER,1.5,-2.5,2
18576,2020-06-30,UBER,1.0,-0.5,1
18576,2020-07-31,UBER,3.0,2.0,1
18576,2020-08-31,UBER,3.0,0.0,2
18576,2020-09-30,UBER,2.0,-1.0,1
18576,2020-12-31,UBER,1.0,-1.0,1
18576,2021-02-28,UBER,1.0,0.0,1
18576,2021-03-31,UBER,2.0,1.0,1
18576,2021-04-30,UBER,1.5,-0.5,2
18576,2021-05-31,UBER,2.0,0.5,1
18576,2021-06-30,UBER,1.5,-0.5,2
18576,2021-07-31,UBER,3.0,1.5,1
18576,2021-08-31,UBER,1.6666666666666667,-1.3333333333333333,3
18576,2021-09-30,UBER,2.0,0.33333333333333326,1
18576,2021-10-31,UBER,1.0,-1.0,1
18576,2021-11-30,UBER,1.0,0.0,1
18576,2022-01-31,UBER,2.0,1.0,1
18576,2022-02-28,UBER,2.0,0.0,1
18576,2022-03-31,UBER,2.0,0.0,1
18576,2022-05-31,UBER,2.0,0.0,2
18576,2022-07-31,UBER,3.0,1.0,1
18576,2022-08-31,UBER,2.0,-1.0,1
18576,2022-09-30,UBER,3.0,1.0,1
18576,2023-01-31,UBER,2.3333333333333335,-0.6666666666666665,3
18576,2023-02-28,UBER,2.0,-0.3333333333333335,1
18576,2023-03-31,UBER,4.0,2.0,1
18576,2023-05-31,UBER,2.5,-1.5,2
18576,2023-06-30,UBER,2.0,-0.5,2
18576,2023-07-31,UBER,2.0,0.0,1
18576,2023-08-31,UBER,1.5,-0.5,2
18576,2023-09-30,UBER,2.0,0.5,1
18576,2023-10-31,UBER,2.0,0.0,2
18576,2023-11-30,UBER,1.6666666666666667,-0.33333333333333326,3
18576,2023-12-31,UBER,2.5,0.8333333333333333,2
18576,2024-01-31,UBER,2.5,0.0,2
18576,2024-02-29,UBER,2.0,-0.5,1
18576,2024-05-31,UBER,2.0,0.0,1
18576,2024-07-31,UBER,2.25,0.25,4
18576,2024-08-31,UBER,2.6666666666666665,0.4166666666666665,3
18576,2024-09-30,UBER,1.3333333333333333,-1.3333333333333333,3
18576,2024-10-31,UBER,2.25,0.9166666666666667,4
18576,2024-11-30,UBER,2.0,-0.25,2
18576,2024-12-31,UBER,3.0,1.0,1
18592,2019-12-31,CTVA,3.0,,1
18592,2020-01-31,CTVA,3.0,0.0,4
18592,2020-02-29,CTVA,3.0,0.0,2
18592,2020-03-31,CTVA,2.25,-0.75,4
18592,2020-04-30,CTVA,2.6666666666666665,0.4166666666666665,3
