symbol,company,year_month,signal,avg_sentiment_score,article_count,positive_count,negative_count,neutral_count
OXY,Occidental Petroleum,2023-06,buy,0.1376,1,0,0,1
OXY,Occidental Petroleum,2024-01,buy,0.198,1,1,0,0
OXY,Occidental Petroleum,2024-03,hold,0.0267,1,0,0,1
PANW,Palo Alto Networks,2023-05,buy,0.9299,1,1,0,0
PANW,Palo Alto Networks,2023-07,buy,0.7391,1,1,0,0
PANW,Palo Alto Networks,2023-08,sell,-0.138,2,1,1,0
PANW,Palo Alto Networks,2023-09,buy,0.49,1,1,0,0
PANW,Palo Alto Networks,2023-11,sell,-0.9558,2,0,2,0
PANW,Palo Alto Networks,2023-12,buy,0.9261,1,1,0,0
PANW,Palo Alto Networks,2024-01,buy,0.8495,1,1,0,0
PANW,Palo Alto Networks,2024-02,hold,0.0329,1,1,0,0
PARA,Paramount Global,2022-10,buy,0.1336,1,0,0,1
PARA,Paramount Global,2022-11,sell,-0.3254,3,1,2,0
PARA,Paramount Global,2023-02,sell,-0.7873,1,0,1,0
PARA,Paramount Global,2023-05,sell,-0.9603,1,0,1,0
PARA,Paramount Global,2023-11,sell,-0.267,3,1,2,0
PARA,Paramount Global,2023-12,buy,0.7868,1,1,0,0
PAYC,Paycom,2021-08,buy,0.1531,1,0,0,1
PAYC,Paycom,2021-09,buy,0.9154,1,1,0,0
PAYC,Paycom,2022-01,buy,0.1769,1,1,0,0
PAYC,Paycom,2022-03,buy,0.7297,1,1,0,0
PAYX,Paychex,2020-08,sell,-0.9143,1,0,1,0
PCAR,Paccar,2021-10,buy,0.3286,1,0,0,1
PCAR,Paccar,2022-01,sell,-0.9637,1,0,1,0
PCG,PG&E Corporation,2024-01,sell,-0.6615,1,0,1,0
PCG,PG&E Corporation,2024-02,sell,-0.7586,1,0,1,0
PCG,PG&E Corporation,2024-03,buy,0.115,2,1,0,1
PEG,Public Service Enterprise Group,2023-11,sell,-0.6373,1,0,1,0
PEP,PepsiCo,2022-02,sell,-0.9174,1,0,1,0
PEP,PepsiCo,2022-07,sell,-0.717,1,0,1,0
PEP,PepsiCo,2022-10,sell,-0.163,3,1,2,0
PEP,PepsiCo,2022-12,sell,-0.3899,2,0,1,1
PEP,PepsiCo,2023-02,sell,-0.922,1,0,1,0
PEP,PepsiCo,2023-04,sell,-0.8996,1,0,1,0
PEP,PepsiCo,2023-07,sell,-0.4808,1,0,1,0
PFE,Pfizer,2023-06,hold,-0.0345,1,0,0,1
PFE,Pfizer,2023-07,buy,0.3243,2,1,0,1
PFE,Pfizer,2023-08,sell,-0.5138,3,0,2,1
PFE,Pfizer,2023-09,buy,0.679,2,1,0,1
PFE,Pfizer,2023-10,sell,-0.7143,2,0,2,0
PFG,Principal Financial Group,2021-12,hold,0.0369,1,0,0,1
PFG,Principal Financial Group,2022-01,sell,-0.2206,1,0,0,1
PFG,Principal Financial Group,2022-08,sell,-0.9512,1,0,1,0
PFG,Principal Financial Group,2022-11,sell,-0.8961,1,0,1,0
PFG,Principal Financial Group,2022-12,hold,0.0274,1,0,0,1
PFG,Principal Financial Group,2024-01,sell,-0.3765,3,0,1,2
PG,Procter & Gamble,2021-10,buy,0.1267,2,1,1,0
PG,Procter & Gamble,2022-01,buy,0.9228,1,1,0,0
PG,Procter & Gamble,2022-03,sell,-0.7794,1,0,1,0
PG,Procter & Gamble,2022-07,sell,-0.399,2,0,1,1
PG,Procter & Gamble,2022-09,buy,0.2461,1,0,0,1
PG,Procter & Gamble,2022-10,buy,0.7491,2,2,0,0
PG,Procter & Gamble,2024-04,buy,0.7607,1,1,0,0
PGR,Progressive Corporation,2024-03,hold,-0.0336,2,0,0,2
PH,Parker Hannifin,2021-04,buy,0.6275,1,1,0,0
PH,Parker Hannifin,2021-08,hold,-0.0266,2,1,1,0
PH,Parker Hannifin,2021-09,hold,-0.0207,2,1,1,0
PH,Parker Hannifin,2021-10,buy,0.6755,1,1,0,0
PH,Parker Hannifin,2021-11,buy,0.7434,1,1,0,0
PH,Parker Hannifin,2022-03,buy,0.3075,1,0,0,1
PHM,PulteGroup,2020-01,buy,0.7739,1,1,0,0
PHM,PulteGroup,2022-12,sell,-0.9243,1,0,1,0
PHM,PulteGroup,2023-10,sell,-0.3559,8,3,4,1
PKG,Packaging Corporation of America,2020-03,sell,-0.4155,3,0,2,1
PKG,Packaging Corporation of America,2020-08,sell,-0.1659,1,0,0,1
PKG,Packaging Corporation of America,2021-08,sell,-0.8862,1,0,1,0
PKG,Packaging Corporation of America,2021-10,buy,0.7944,1,1,0,0
PLD,Prologis,2024-02,buy,0.4786,2,2,0,0
PLD,Prologis,2024-03,sell,-0.2954,1,0,1,0
PM,Philip Morris International,2020-03,buy,0.2662,1,0,0,1
PM,Philip Morris International,2023-11,sell,-0.1344,1,0,0,1
PNC,PNC Financial Services,2020-12,buy,0.4613,1,0,0,1
PNC,PNC Financial Services,2023-10,sell,-0.5457,1,0,1,0
PNR,Pentair,2021-08,buy,0.9297,1,1,0,0
PNR,Pentair,2021-10,buy,0.8104,1,1,0,0
PNR,Pentair,2022-01,hold,0.0073,1,0,0,1
PNW,Pinnacle West,2022-04,sell,-0.9146,1,0,1,0
PODD,Insulet,2022-05,sell,-0.9357,3,0,3,0
PODD,Insulet,2022-10,hold,0.0345,1,0,0,1
PODD,Insulet,2023-01,hold,-0.0722,1,0,0,1
PODD,Insulet,2023-03,sell,-0.2301,3,1,2,0
POOL,Pool Corporation,2020-08,sell,-0.1119,1,0,0,1
POOL,Pool Corporation,2021-01,hold,0.0524,1,0,0,1
POOL,Pool Corporation,2021-03,sell,-0.3037,1,0,0,1
POOL,Pool Corporation,2021-04,hold,0.078,1,0,0,1
POOL,Pool Corporation,2021-05,sell,-0.9265,1,0,1,0
POOL,Pool Corporation,2022-12,sell,-0.7404,1,0,1,0
PPG,PPG Industries,2021-04,buy,0.2077,1,1,0,0
PPG,PPG Industries,2022-03,hold,-0.0302,1,0,0,1
PPG,PPG Industries,2022-06,sell,-0.382,1,0,1,0
PPG,PPG Industries,2022-09,hold,0.0855,1,0,0,1
PPG,PPG Industries,2022-11,sell,-0.9387,1,0,1,0
PRU,Prudential Financial,2023-07,sell,-0.1543,1,0,0,1
PSA,Public Storage,2023-08,sell,-0.1928,2,0,0,2
PSA,Public Storage,2023-09,hold,0.073,1,0,0,1
PSA,Public Storage,2023-10,buy,0.2659,2,1,0,1
PSA,Public Storage,2023-11,hold,-0.0566,1,0,0,1
PSA,Public Storage,2024-04,sell,-0.9647,1,0,1,0
PSX,Phillips 66,2023-08,buy,0.9324,1,1,0,0
PSX,Phillips 66,2023-11,buy,0.6476,1,1,0,0
PSX,Phillips 66,2023-12,sell,-0.9213,1,0,1,0
PSX,Phillips 66,2024-04,sell,-0.9202,1,0,1,0
PTC,PTC,2021-05,buy,0.1532,1,0,0,1
PWR,Quanta Services,2020-01,hold,0.0298,1,0,0,1
PWR,Quanta Services,2020-11,hold,0.0428,1,0,0,1
PWR,Quanta Services,2021-08,buy,0.8096,1,1,0,0
PWR,Quanta Services,2022-03,hold,0.0901,1,0,0,1
PWR,Quanta Services,2022-08,buy,0.7855,1,1,0,0
PWR,Quanta Services,2024-04,sell,-0.2482,1,0,1,0
PXD,Pioneer Natural Resources,2021-04,hold,-0.0144,1,0,0,1
PXD,Pioneer Natural Resources,2021-06,hold,0.07,1,0,0,1
PXD,Pioneer Natural Resources,2023-02,sell,-0.8737,1,0,1,0
PXD,Pioneer Natural Resources,2023-03,buy,0.928,1,1,0,0
PXD,Pioneer Natural Resources,2023-04,sell,-0.1856,2,1,1,0
PXD,Pioneer Natural Resources,2023-07,hold,0.0667,1,0,0,1
PXD,Pioneer Natural Resources,2023-12,buy,0.7368,1,1,0,0
PXD,Pioneer Natural Resources,2024-01,buy,0.9124,1,1,0,0
PYPL,PayPal,2023-01,sell,-0.9022,1,0,1,0
PYPL,PayPal,2023-02,sell,-0.5315,3,0,2,1
PYPL,PayPal,2023-05,hold,-0.0691,1,0,0,1
PYPL,PayPal,2023-08,sell,-0.2315,3,1,2,0
PYPL,PayPal,2023-09,sell,-0.7276,2,0,2,0
QCOM,Qualcomm,2023-05,sell,-0.9686,1,0,1,0
QCOM,Qualcomm,2023-07,buy,0.3204,1,0,0,1
QCOM,Qualcomm,2023-08,sell,-0.9583,4,0,4,0
QCOM,Qualcomm,2023-09,sell,-0.8595,2,0,2,0
QCOM,Qualcomm,2023-11,buy,0.4627,2,1,0,1
QRVO,Qorvo,2021-05,hold,-0.0222,1,0,0,1
QRVO,Qorvo,2022-07,sell,-0.9187,2,0,2,0
QRVO,Qorvo,2023-07,sell,-0.1695,1,0,1,0
QRVO,Qorvo,2023-08,sell,-0.9527,1,0,1,0
RCL,Royal Caribbean Group,2020-09,buy,0.6561,1,1,0,0
RCL,Royal Caribbean Group,2022-09,sell,-0.5669,1,0,1,0
RCL,Royal Caribbean Group,2022-10,sell,-0.9431,1,0,1,0
RCL,Royal Caribbean Group,2022-12,sell,-0.9459,1,0,1,0
RCL,Royal Caribbean Group,2024-01,buy,0.4601,1,1,0,0
REGN,Regeneron,2020-03,buy,0.1776,3,0,0,3
REGN,Regeneron,2020-06,hold,0.0769,1,0,0,1
REGN,Regeneron,2020-10,buy,0.2203,2,1,0,1
REGN,Regeneron,2020-11,buy,0.9306,1,1,0,0
REGN,Regeneron,2020-12,sell,-0.7267,1,0,1,0
REGN,Regeneron,2021-01,buy,0.5564,1,1,0,0
REGN,Regeneron,2021-11,buy,0.8739,1,1,0,0
RF,Regions Financial Corporation,2021-01,buy,0.5627,1,1,0,0
RF,Regions Financial Corporation,2022-02,sell,-0.6895,1,0,1,0
RHI,Robert Half,2023-01,sell,-0.586,2,0,1,1
RHI,Robert Half,2023-02,sell,-0.1788,2,0,0,2
RHI,Robert Half,2023-06,buy,0.8757,1,1,0,0
RHI,Robert Half,2023-07,sell,-0.6208,1,0,1,0
RHI,Robert Half,2023-10,sell,-0.6162,2,0,2,0
RJF,Raymond James,2022-07,sell,-0.7992,1,0,1,0
RJF,Raymond James,2023-08,buy,0.7236,2,2,0,0
RJF,Raymond James,2023-09,hold,-0.0661,1,0,1,0
RJF,Raymond James,2023-10,sell,-0.8115,1,0,1,0
RJF,Raymond James,2024-03,buy,0.9233,1,1,0,0
RJF,Raymond James,2024-04,buy,0.602,4,3,1,0
RL,Ralph Lauren Corporation,2021-04,sell,-0.6208,1,0,1,0
RMD,ResMed,2021-05,buy,0.2491,1,0,0,1
RMD,ResMed,2022-10,sell,-0.952,1,0,1,0
RMD,ResMed,2023-04,hold,-0.046,2,1,1,0
RMD,ResMed,2023-05,buy,0.8705,1,1,0,0
RMD,ResMed,2023-08,sell,-0.3475,3,1,2,0
ROK,Rockwell Automation,2023-02,buy,0.8698,1,1,0,0
ROK,Rockwell Automation,2023-06,buy,0.904,1,1,0,0
ROK,Rockwell Automation,2023-08,buy,0.3465,2,1,1,0
ROK,Rockwell Automation,2023-12,sell,-0.172,2,1,1,0
ROK,Rockwell Automation,2024-01,buy,0.8829,1,1,0,0
ROL,"Rollins, Inc.",2021-11,hold,0.0219,1,0,0,1
ROL,"Rollins, Inc.",2022-04,sell,-0.6512,1,0,1,0
ROL,"Rollins, Inc.",2022-09,sell,-0.7522,1,0,1,0
ROL,"Rollins, Inc.",2023-06,hold,0.0674,1,0,0,1
ROL,"Rollins, Inc.",2023-08,hold,0.04,1,0,0,1
ROST,Ross Stores,2021-05,buy,0.2577,2,1,1,0
ROST,Ross Stores,2023-11,buy,0.2598,2,1,1,0
ROST,Ross Stores,2024-02,sell,-0.8277,1,0,1,0
RSG,Republic Services,2023-03,sell,-0.1165,4,2,2,0
RSG,Republic Services,2023-04,sell,-0.8996,1,0,1,0
RSG,Republic Services,2023-07,sell,-0.4778,1,0,1,0
RSG,Republic Services,2023-10,buy,0.8068,1,1,0,0
SBUX,Starbucks,2023-11,buy,0.7467,7,7,0,0
SBUX,Starbucks,2023-12,sell,-0.6584,1,0,1,0
SBUX,Starbucks,2024-01,buy,0.4815,2,1,0,1
SCHW,Charles Schwab Corporation,2021-04,sell,-0.4726,1,0,1,0
SCHW,Charles Schwab Corporation,2021-09,sell,-0.9404,1,0,1,0
SHW,Sherwin-Williams,2023-07,sell,-0.1089,1,0,0,1
SHW,Sherwin-Williams,2023-11,buy,0.8285,1,1,0,0
SHW,Sherwin-Williams,2023-12,buy,0.1149,1,0,0,1
SHW,Sherwin-Williams,2024-01,buy,0.8829,1,1,0,0
SJM,J.M. Smucker Company (The),2020-04,sell,-0.2063,2,1,1,0
SJM,J.M. Smucker Company (The),2021-04,buy,0.7776,2,2,0,0
SJM,J.M. Smucker Company (The),2023-10,hold,0.0307,1,0,0,1
SJM,J.M. Smucker Company (The),2023-12,hold,0.0452,1,0,0,1
SLB,Schlumberger,2024-04,sell,-0.6469,1,0,1,0
SNA,Snap-on,2023-07,sell,-0.9509,1,0,1,0
SNA,Snap-on,2023-10,sell,-0.395,1,0,0,1
SNA,Snap-on,2023-11,buy,0.9023,1,1,0,0
SNA,Snap-on,2023-12,buy,0.1141,5,3,2,0
SNA,Snap-on,2024-01,sell,-0.5837,2,0,2,0
SNPS,Synopsys,2022-05,buy,0.1548,1,1,0,0
SNPS,Synopsys,2023-08,hold,0.0539,5,2,2,1
SNPS,Synopsys,2023-09,sell,-0.4158,2,0,1,1
SNPS,Synopsys,2023-11,buy,0.3657,2,1,1,0
SO,Southern Company,2021-03,buy,0.6198,1,1,0,0
SO,Southern Company,2023-03,sell,-0.7023,1,0,1,0
SO,Southern Company,2023-04,sell,-0.9144,1,0,1,0
SO,Southern Company,2023-08,hold,-0.0298,2,1,1,0
SO,Southern Company,2024-03,sell,-0.596,5,0,4,1
SPG,Simon Property Group,2020-08,sell,-0.7209,2,0,2,0
SPG,Simon Property Group,2020-11,sell,-0.4562,2,0,1,1
SPG,Simon Property Group,2020-12,sell,-0.6868,1,0,1,0
SPG,Simon Property Group,2023-07,buy,0.8773,1,1,0,0
SPG,Simon Property Group,2023-08,hold,-0.0651,1,0,0,1
SPG,Simon Property Group,2023-11,buy,0.1073,1,0,0,1
SPGI,S&P Global,2024-04,sell,-0.2418,10,1,4,5
SRE,Sempra Energy,2022-09,sell,-0.8211,1,0,1,0
SRE,Sempra Energy,2023-05,hold,0.0413,1,0,0,1
SRE,Sempra Energy,2023-10,hold,-0.0413,1,0,0,1
STLD,Steel Dynamics,2021-08,buy,0.7029,1,1,0,0
STLD,Steel Dynamics,2021-11,hold,0.0883,1,0,0,1
STLD,Steel Dynamics,2022-05,buy,0.1137,1,0,0,1
STLD,Steel Dynamics,2022-08,sell,-0.9371,1,0,1,0
STLD,Steel Dynamics,2023-01,buy,0.8797,1,1,0,0
STLD,Steel Dynamics,2023-03,buy,0.6842,1,1,0,0
STT,State Street Corporation,2021-01,sell,-0.1595,1,0,0,1
STT,State Street Corporation,2021-03,buy,0.3343,1,0,0,1
STT,State Street Corporation,2021-06,sell,-0.4034,1,0,1,0
STT,State Street Corporation,2021-07,hold,-0.0986,1,0,0,1
STT,State Street Corporation,2021-12,hold,0.0973,1,0,0,1
STT,State Street Corporation,2022-01,hold,-0.0129,1,0,1,0
STT,State Street Corporation,2022-04,sell,-0.5556,1,0,1,0
STT,State Street Corporation,2022-05,buy,0.1249,1,0,0,1
STT,State Street Corporation,2023-11,sell,-0.9519,1,0,1,0
STX,Seagate Technology,2024-04,buy,0.8768,1,1,0,0
STZ,Constellation Brands,2022-06,buy,0.7788,1,1,0,0
STZ,Constellation Brands,2022-10,buy,0.9351,1,1,0,0
STZ,Constellation Brands,2023-01,sell,-0.9663,1,0,1,0
STZ,Constellation Brands,2023-03,buy,0.1778,1,0,0,1
STZ,Constellation Brands,2023-04,sell,-0.1653,1,0,1,0
STZ,Constellation Brands,2023-05,sell,-0.7658,1,0,1,0
STZ,Constellation Brands,2023-07,buy,0.1836,2,0,0,2
STZ,Constellation Brands,2023-11,buy,0.9223,1,1,0,0
STZ,Constellation Brands,2024-04,buy,0.4523,1,1,0,0
SWK,Stanley Black & Decker,2020-09,buy,0.2488,1,0,0,1
SWK,Stanley Black & Decker,2022-11,buy,0.8831,1,1,0,0
SWK,Stanley Black & Decker,2024-01,hold,0.0136,2,1,1,0
SWK,Stanley Black & Decker,2024-02,sell,-0.4153,4,0,2,2
SWKS,Skyworks Solutions,2020-07,buy,0.9211,1,1,0,0
SWKS,Skyworks Solutions,2023-12,sell,-0.9055,1,0,1,0
SYF,Synchrony Financial,2020-07,hold,0.0021,1,0,0,1
SYF,Synchrony Financial,2020-08,sell,-0.5023,1,0,1,0
SYF,Synchrony Financial,2021-06,hold,0.0362,1,0,0,1
SYF,Synchrony Financial,2021-12,buy,0.5768,1,1,0,0
SYF,Synchrony Financial,2022-04,buy,0.7955,1,1,0,0
SYF,Synchrony Financial,2022-08,buy,0.2623,1,0,0,1
SYF,Synchrony Financial,2022-09,sell,-0.9344,1,0,1,0
SYF,Synchrony Financial,2022-11,buy,0.9201,1,1,0,0
SYY,Sysco,2020-02,sell,-0.8329,1,0,1,0
SYY,Sysco,2020-03,hold,-0.0276,2,1,1,0
SYY,Sysco,2021-07,buy,0.9195,1,1,0,0
SYY,Sysco,2021-10,buy,0.6648,1,1,0,0
SYY,Sysco,2023-07,sell,-0.1695,1,0,1,0
SYY,Sysco,2023-10,sell,-0.9583,1,0,1,0
SYY,Sysco,2024-01,sell,-0.3134,2,1,1,0
SYY,Sysco,2024-02,hold,0.0653,1,0,0,1
TAP,Molson Coors Beverage Company,2020-01,sell,-0.159,1,0,0,1
TAP,Molson Coors Beverage Company,2020-10,buy,0.9314,1,1,0,0
TAP,Molson Coors Beverage Company,2021-05,sell,-0.9088,1,0,1,0
TAP,Molson Coors Beverage Company,2023-06,buy,0.8527,1,1,0,0
TDG,TransDigm Group,2020-08,sell,-0.3604,1,0,0,1
TDG,TransDigm Group,2021-01,sell,-0.1087,1,0,0,1
TDG,TransDigm Group,2021-03,sell,-0.804,1,0,1,0
TDG,TransDigm Group,2021-04,hold,-0.032,1,0,0,1
TDG,TransDigm Group,2022-01,buy,0.1508,1,0,0,1
TECH,Bio-Techne,2020-01,hold,-0.0393,1,0,0,1
TECH,Bio-Techne,2020-02,sell,-0.172,1,0,0,1
TECH,Bio-Techne,2020-03,sell,-0.2891,1,0,0,1
TECH,Bio-Techne,2020-06,hold,-0.0522,1,0,0,1
TER,Teradyne,2020-09,sell,-0.9517,1,0,1,0
TER,Teradyne,2022-06,hold,0.0033,1,0,0,1
TER,Teradyne,2022-09,sell,-0.4403,1,0,1,0
TER,Teradyne,2022-10,buy,0.4084,1,0,0,1
TER,Teradyne,2023-02,sell,-0.1027,3,1,1,1
TER,Teradyne,2023-04,sell,-0.2134,1,0,1,0
TFC,Truist,2022-07,buy,0.887,1,1,0,0
TFC,Truist,2022-09,buy,0.7143,1,1,0,0
TFC,Truist,2022-12,sell,-0.3074,1,0,1,0
TFC,Truist,2023-01,sell,-0.8936,1,0,1,0
TFC,Truist,2023-04,sell,-0.9109,1,0,1,0
TFC,Truist,2023-08,buy,0.9321,1,1,0,0
TGT,Target Corporation,2020-06,buy,0.8149,1,1,0,0
TGT,Target Corporation,2020-08,buy,0.9019,1,1,0,0
TGT,Target Corporation,2021-01,sell,-0.6971,1,0,1,0
TGT,Target Corporation,2021-03,buy,0.601,2,2,0,0
TGT,Target Corporation,2021-06,sell,-0.7161,1,0,1,0
TGT,Target Corporation,2023-08,buy,0.8721,1,1,0,0
TGT,Target Corporation,2023-12,buy,0.919,1,1,0,0
TGT,Target Corporation,2024-04,buy,0.7687,1,1,0,0
TJX,TJX Companies,2022-10,buy,0.2605,1,1,0,0
TJX,TJX Companies,2022-11,hold,0.0098,2,1,1,0
TJX,TJX Companies,2023-01,sell,-0.9381,1,0,1,0
TJX,TJX Companies,2023-02,buy,0.7747,1,1,0,0
TJX,TJX Companies,2023-05,sell,-0.3282,2,0,2,0
TJX,TJX Companies,2023-06,buy,0.8523,2,2,0,0
TJX,TJX Companies,2024-01,hold,0.0475,1,0,0,1
TMO,Thermo Fisher Scientific,2021-05,hold,0.0352,1,0,0,1
TMO,Thermo Fisher Scientific,2021-12,buy,0.3501,1,0,0,1
TMO,Thermo Fisher Scientific,2022-04,buy,0.4416,1,1,0,0
TMO,Thermo Fisher Scientific,2022-05,sell,-0.6231,2,0,2,0
TMO,Thermo Fisher Scientific,2022-07,buy,0.4217,2,1,1,0
TMO,Thermo Fisher Scientific,2022-08,buy,0.3381,1,0,0,1
TMO,Thermo Fisher Scientific,2024-04,sell,-0.9174,1,0,1,0
TMUS,T-Mobile US,2020-02,hold,0.0208,1,0,0,1
TPR,"Tapestry, Inc.",2020-02,hold,-0.0839,2,1,1,0
TPR,"Tapestry, Inc.",2020-04,sell,-0.961,1,0,1,0
TPR,"Tapestry, Inc.",2020-09,buy,0.9296,1,1,0,0
TPR,"Tapestry, Inc.",2020-11,buy,0.4174,1,1,0,0
TRGP,Targa Resources,2024-04,sell,-0.2323,2,0,1,1
TROW,T. Rowe Price,2020-02,sell,-0.7594,1,0,1,0
TROW,T. Rowe Price,2020-07,buy,0.3451,1,0,0,1
TROW,T. Rowe Price,2021-01,buy,0.1829,2,0,0,2
TROW,T. Rowe Price,2022-08,buy,0.1794,1,0,0,1
TRV,Travelers Companies (The),2022-03,hold,-0.0111,1,0,0,1
TRV,Travelers Companies (The),2022-06,sell,-0.9154,1,0,1,0
TRV,Travelers Companies (The),2022-09,buy,0.3745,1,0,0,1
TRV,Travelers Companies (The),2022-11,hold,0.0154,1,0,0,1
TRV,Travelers Companies (The),2023-04,hold,0.0555,1,0,0,1
TRV,Travelers Companies (The),2023-12,hold,-0.0965,4,1,1,2
TRV,Travelers Companies (The),2024-01,sell,-0.9598,1,0,1,0
TSCO,Tractor Supply,2023-09,sell,-0.6703,1,0,1,0
TSCO,Tractor Supply,2023-10,buy,0.4105,1,0,0,1
TSCO,Tractor Supply,2023-12,sell,-0.9419,2,0,2,0
TSLA,"Tesla, Inc.",2024-04,sell,-0.2586,10,3,6,1
TSN,Tyson Foods,2021-08,buy,0.4262,2,1,0,1
TSN,Tyson Foods,2021-09,sell,-0.9316,1,0,1,0
TSN,Tyson Foods,2021-12,sell,-0.8512,1,0,1,0
TSN,Tyson Foods,2022-05,buy,0.3837,1,1,0,0
TSN,Tyson Foods,2023-07,buy,0.3322,1,0,0,1
TTWO,Take-Two Interactive,2020-08,hold,-0.0371,1,0,1,0
TTWO,Take-Two Interactive,2021-02,sell,-0.3829,1,0,1,0
TTWO,Take-Two Interactive,2021-06,sell,-0.9426,1,0,1,0
TTWO,Take-Two Interactive,2021-08,sell,-0.7621,1,0,1,0
TTWO,Take-Two Interactive,2022-09,sell,-0.9309,1,0,1,0
TTWO,Take-Two Interactive,2023-01,sell,-0.9318,1,0,1,0
TTWO,Take-Two Interactive,2023-12,buy,0.8974,1,1,0,0
TTWO,Take-Two Interactive,2024-03,sell,-0.9655,1,0,1,0
TXN,Texas Instruments,2020-01,sell,-0.9502,1,0,1,0
TXN,Texas Instruments,2024-01,sell,-0.3365,3,1,2,0
TXT,Textron,2023-07,sell,-0.9627,1,0,1,0
TXT,Textron,2024-02,buy,0.1391,1,0,0,1
TXT,Textron,2024-03,hold,-0.0084,4,2,2,0
TYL,Tyler Technologies,2020-06,buy,0.304,1,0,0,1
TYL,Tyler Technologies,2020-07,buy,0.1266,1,0,0,1
TYL,Tyler Technologies,2021-07,sell,-0.3745,1,0,0,1
UBER,Uber,2023-08,sell,-0.4252,2,0,1,1
UBER,Uber,2023-09,hold,0.0353,1,0,0,1
UBER,Uber,2023-10,hold,0.0494,2,0,0,2
UBER,Uber,2023-11,sell,-0.3819,4,0,2,2
UBER,Uber,2024-01,buy,0.8396,1,1,0,0
UDR,"UDR, Inc.",2022-05,sell,-0.4757,1,0,1,0
UDR,"UDR, Inc.",2023-02,sell,-0.6648,1,0,1,0
UDR,"UDR, Inc.",2023-09,hold,0.0003,2,0,0,2
UDR,"UDR, Inc.",2023-10,hold,0.0212,1,0,0,1
UHS,Universal Health Services,2020-09,sell,-0.1347,2,1,1,0
UHS,Universal Health Services,2020-12,sell,-0.6307,1,0,1,0
UHS,Universal Health Services,2021-04,buy,0.7942,1,1,0,0
UHS,Universal Health Services,2022-06,sell,-0.9662,1,0,1,0
UHS,Universal Health Services,2022-09,hold,-0.0082,1,0,0,1
ULTA,Ulta Beauty,2020-09,sell,-0.9294,1,0,1,0
ULTA,Ulta Beauty,2020-11,buy,0.8644,2,2,0,0
ULTA,Ulta Beauty,2021-02,buy,0.1625,1,0,0,1
ULTA,Ulta Beauty,2021-03,sell,-0.855,2,0,2,0
ULTA,Ulta Beauty,2021-05,hold,-0.0814,2,1,1,0
ULTA,Ulta Beauty,2021-08,buy,0.7504,1,1,0,0
ULTA,Ulta Beauty,2021-09,hold,-0.0652,1,0,0,1
UNH,UnitedHealth Group,2022-12,buy,0.1689,1,0,0,1
UNH,UnitedHealth Group,2023-04,sell,-0.9562,1,0,1,0
UNH,UnitedHealth Group,2024-01,buy,0.1813,2,1,1,0
UNH,UnitedHealth Group,2024-02,sell,-0.5489,3,0,2,1
UNP,Union Pacific Corporation,2020-02,sell,-0.9578,1,0,1,0
UNP,Union Pacific Corporation,2020-09,sell,-0.6696,1,0,1,0
UPS,United Parcel Service,2022-01,buy,0.1726,1,0,0,1
UPS,United Parcel Service,2022-07,sell,-0.9407,1,0,1,0
UPS,United Parcel Service,2023-01,sell,-0.4283,1,0,1,0
UPS,United Parcel Service,2023-03,sell,-0.7373,2,0,2,0
UPS,United Parcel Service,2023-04,buy,0.1938,1,1,0,0
URI,United Rentals,2021-08,buy,0.1483,1,0,0,1
URI,United Rentals,2022-03,hold,0.0624,1,0,0,1
URI,United Rentals,2022-04,buy,0.1462,1,0,0,1
URI,United Rentals,2022-06,hold,0.08,1,0,0,1
URI,United Rentals,2022-11,hold,0.06,1,0,0,1
URI,United Rentals,2024-01,buy,0.9027,1,1,0,0
USB,U.S. Bank,2024-02,sell,-0.9584,1,0,1,0
USB,U.S. Bank,2024-03,buy,0.4347,2,1,0,1
USB,U.S. Bank,2024-04,buy,0.6659,7,7,0,0
V,Visa Inc.,2022-08,sell,-0.7756,2,0,2,0
V,Visa Inc.,2022-10,hold,0.0283,1,0,0,1
V,Visa Inc.,2022-11,hold,0.0175,1,0,0,1
V,Visa Inc.,2022-12,sell,-0.9521,1,0,1,0
V,Visa Inc.,2023-01,hold,0.0827,2,1,1,0
V,Visa Inc.,2023-03,sell,-0.7945,1,0,1,0
V,Visa Inc.,2023-07,buy,0.9104,1,1,0,0
V,Visa Inc.,2024-04,hold,0.0493,1,0,0,1
VICI,Vici Properties,2020-02,hold,-0.0233,1,0,0,1
VICI,Vici Properties,2020-05,hold,0.0181,1,0,0,1
VICI,Vici Properties,2024-04,hold,0.0101,1,0,0,1
VLO,Valero Energy,2023-06,sell,-0.5915,1,0,1,0
VLO,Valero Energy,2023-09,hold,-0.0531,1,0,0,1
VRSK,Verisk,2021-03,hold,0.0472,1,0,0,1
VRSK,Verisk,2021-07,sell,-0.9501,1,0,1,0
VRSK,Verisk,2021-12,hold,0.0642,1,0,0,1
VRSK,Verisk,2023-03,buy,0.6666,1,1,0,0
VRSK,Verisk,2023-05,sell,-0.243,5,1,3,1
VRSN,Verisign,2021-03,sell,-0.9279,1,0,1,0
VRTX,Vertex Pharmaceuticals,2020-02,buy,0.3645,1,0,0,1
VTR,Ventas,2022-11,hold,0.0154,1,0,0,1
VTR,Ventas,2023-03,sell,-0.9502,1,0,1,0
VTR,Ventas,2023-04,hold,0.0203,1,0,0,1
VTR,Ventas,2023-05,sell,-0.8991,2,0,2,0
