symbol,company,year_month,signal,avg_sentiment_score,article_count,positive_count,negative_count,neutral_count
A,Agilent Technologies,2021-05,sell,-0.7589,1,0,1,0
A,Agilent Technologies,2024-04,hold,0.057,1,0,0,1
AAL,American Airlines Group,2021-12,buy,0.8376,1,1,0,0
AAL,American Airlines Group,2023-11,sell,-0.6133,1,0,1,0
AAL,American Airlines Group,2024-01,buy,0.8832,1,1,0,0
AAPL,Apple Inc.,2024-03,sell,-0.4149,6,0,4,2
AAPL,Apple Inc.,2024-04,buy,0.1352,4,2,2,0
ABBV,AbbVie,2020-05,sell,-0.1013,1,0,1,0
ABNB,Airbnb,2023-04,hold,0.025,2,0,0,2
ABNB,Airbnb,2023-05,sell,-0.4353,4,1,2,1
ABNB,Airbnb,2023-06,sell,-0.2218,2,0,1,1
ABNB,Airbnb,2023-10,buy,0.4615,2,1,0,1
ABT,Abbott,2020-12,hold,0.0925,1,0,0,1
ABT,Abbott,2021-03,sell,-0.8166,1,0,1,0
ABT,Abbott,2021-07,sell,-0.7889,1,0,1,0
ABT,Abbott,2021-08,buy,0.2107,3,1,1,1
ABT,Abbott,2021-09,sell,-0.201,1,0,0,1
ABT,Abbott,2021-10,sell,-0.3116,2,0,1,1
ABT,Abbott,2021-11,sell,-0.7434,1,0,1,0
ACN,Accenture,2020-03,sell,-0.9174,1,0,1,0
ACN,Accenture,2020-09,buy,0.2186,1,1,0,0
ACN,Accenture,2024-03,buy,0.9275,1,1,0,0
ACN,Accenture,2024-04,buy,0.1423,1,0,0,1
ADBE,Adobe Inc.,2023-06,buy,0.9052,1,1,0,0
ADBE,Adobe Inc.,2023-07,buy,0.9362,1,1,0,0
ADBE,Adobe Inc.,2023-08,sell,-0.941,1,0,1,0
ADBE,Adobe Inc.,2023-09,buy,0.3721,3,2,1,0
ADBE,Adobe Inc.,2023-10,buy,0.9034,1,1,0,0
ADBE,Adobe Inc.,2023-11,buy,0.8295,2,2,0,0
ADBE,Adobe Inc.,2024-04,sell,-0.8855,1,0,1,0
ADI,Analog Devices,2023-08,sell,-0.8999,1,0,1,0
ADI,Analog Devices,2024-01,buy,0.9177,1,1,0,0
ADM,Archer-Daniels-Midland,2020-02,buy,0.9168,1,1,0,0
ADM,Archer-Daniels-Midland,2020-04,sell,-0.8917,1,0,1,0
ADM,Archer-Daniels-Midland,2022-03,hold,-0.0769,4,2,2,0
ADM,Archer-Daniels-Midland,2022-04,buy,0.8079,2,2,0,0
ADM,Archer-Daniels-Midland,2022-07,hold,0.0854,1,0,0,1
ADP,Automatic Data Processing,2021-01,sell,-0.6067,1,0,1,0
ADP,Automatic Data Processing,2022-01,sell,-0.9605,1,0,1,0
ADSK,Autodesk,2021-01,buy,0.1268,1,0,0,1
AEP,American Electric Power,2022-10,buy,0.1015,1,0,0,1
AEP,American Electric Power,2023-02,hold,-0.0259,1,0,0,1
AEP,American Electric Power,2023-06,buy,0.5491,1,1,0,0
AEP,American Electric Power,2023-10,hold,0.0611,1,0,0,1
AEP,American Electric Power,2023-11,buy,0.1136,1,0,0,1
AEP,American Electric Power,2023-12,sell,-0.6951,1,0,1,0
AEP,American Electric Power,2024-01,sell,-0.1909,4,1,3,0
AFL,Aflac,2020-10,buy,0.2725,1,0,0,1
AFL,Aflac,2021-02,buy,0.9292,1,1,0,0
AFL,Aflac,2022-03,buy,0.9244,1,1,0,0
AFL,Aflac,2023-05,sell,-0.1441,2,0,0,2
AFL,Aflac,2023-06,buy,0.2424,1,0,0,1
AFL,Aflac,2023-07,sell,-0.1695,1,0,1,0
AFL,Aflac,2023-10,sell,-0.8817,1,0,1,0
AIG,American International Group,2021-07,sell,-0.1695,1,0,0,1
AIG,American International Group,2021-11,sell,-0.2937,1,0,0,1
AIG,American International Group,2021-12,sell,-0.9266,1,0,1,0
AIG,American International Group,2023-07,hold,0.0891,1,0,0,1
AIG,American International Group,2023-09,sell,-0.6108,1,0,1,0
AIG,American International Group,2023-10,sell,-0.937,1,0,1,0
AIG,American International Group,2024-02,sell,-0.7075,1,0,1,0
AIG,American International Group,2024-03,buy,0.8842,1,1,0,0
AIZ,Assurant,2020-02,sell,-0.7633,1,0,1,0
ALGN,Align Technology,2020-10,sell,-0.9385,1,0,1,0
ALGN,Align Technology,2023-08,buy,0.4118,2,1,0,1
ALGN,Align Technology,2023-09,sell,-0.4773,1,0,1,0
ALGN,Align Technology,2023-10,sell,-0.9429,1,0,1,0
ALGN,Align Technology,2023-11,sell,-0.2021,2,0,0,2
AMAT,Applied Materials,2020-08,sell,-0.5936,1,0,1,0
AMAT,Applied Materials,2021-02,sell,-0.9379,1,0,1,0
AMAT,Applied Materials,2021-03,buy,0.6579,1,1,0,0
AMAT,Applied Materials,2021-05,sell,-0.1271,1,0,0,1
AMAT,Applied Materials,2024-02,hold,0.0181,3,1,1,1
AMAT,Applied Materials,2024-03,buy,0.7624,1,1,0,0
AMD,Advanced Micro Devices,2023-03,buy,0.9233,1,1,0,0
AMD,Advanced Micro Devices,2024-02,sell,-0.1499,4,2,2,0
AMD,Advanced Micro Devices,2024-03,sell,-0.196,5,2,3,0
AMGN,Amgen,2020-08,hold,-0.083,2,1,1,0
AMP,Ameriprise Financial,2022-03,hold,0.0867,1,0,0,1
AMP,Ameriprise Financial,2022-09,sell,-0.2379,1,0,0,1
AMP,Ameriprise Financial,2022-10,sell,-0.853,1,0,1,0
AMP,Ameriprise Financial,2022-11,sell,-0.4377,1,0,1,0
AMP,Ameriprise Financial,2023-02,buy,0.3794,1,1,0,0
AMP,Ameriprise Financial,2023-04,hold,0.0225,2,0,0,2
AMP,Ameriprise Financial,2023-06,sell,-0.3637,2,0,1,1
AMT,American Tower,2020-10,sell,-0.9556,1,0,1,0
AMT,American Tower,2023-10,sell,-0.9656,1,0,1,0
AMT,American Tower,2024-02,hold,0.0064,1,0,0,1
AMZN,Amazon,2024-03,hold,0.0006,8,2,3,3
AMZN,Amazon,2024-04,buy,0.8978,2,2,0,0
ANET,Arista Networks,2022-09,buy,0.5774,1,1,0,0
ANET,Arista Networks,2023-10,buy,0.1723,2,1,1,0
ANET,Arista Networks,2023-11,hold,-0.0233,1,0,0,1
ANET,Arista Networks,2024-02,hold,0.0333,4,1,2,1
AON,Aon,2021-12,hold,-0.002,1,0,0,1
AON,Aon,2023-07,sell,-0.1275,1,0,0,1
AON,Aon,2023-09,sell,-0.8697,1,0,1,0
AOS,A. O. Smith,2024-02,sell,-0.3333,1,0,0,1
AOS,A. O. Smith,2024-03,buy,0.4367,2,1,0,1
APD,Air Products and Chemicals,2022-01,buy,0.7673,1,1,0,0
APD,Air Products and Chemicals,2022-04,buy,0.7978,1,1,0,0
APD,Air Products and Chemicals,2022-05,sell,-0.9454,1,0,1,0
APD,Air Products and Chemicals,2022-09,buy,0.902,1,1,0,0
APD,Air Products and Chemicals,2022-10,hold,0.0302,1,0,0,1
APD,Air Products and Chemicals,2022-12,sell,-0.9098,1,0,1,0
APD,Air Products and Chemicals,2023-01,buy,0.1362,1,1,0,0
APTV,Aptiv,2020-02,sell,-0.9653,1,0,1,0
APTV,Aptiv,2022-10,sell,-0.9331,1,0,1,0
APTV,Aptiv,2022-11,sell,-0.1386,4,1,2,1
APTV,Aptiv,2022-12,buy,0.1183,2,1,1,0
APTV,Aptiv,2023-01,buy,0.4553,2,1,0,1
ARE,Alexandria Real Estate Equities,2020-02,sell,-0.9218,1,0,1,0
ARE,Alexandria Real Estate Equities,2020-04,sell,-0.5231,1,0,1,0
ARE,Alexandria Real Estate Equities,2020-07,buy,0.1812,1,0,0,1
ATO,Atmos Energy,2021-02,sell,-0.1288,1,0,0,1
ATO,Atmos Energy,2024-04,hold,-0.0833,3,0,0,3
AVB,AvalonBay Communities,2020-07,sell,-0.4716,1,0,1,0
AVB,AvalonBay Communities,2020-10,sell,-0.9618,1,0,1,0
AVB,AvalonBay Communities,2020-12,hold,0.0653,1,0,0,1
AVB,AvalonBay Communities,2022-01,hold,-0.0362,1,0,0,1
AVGO,Broadcom Inc.,2023-05,buy,0.7514,1,1,0,0
AVGO,Broadcom Inc.,2023-06,buy,0.8131,2,2,0,0
AVGO,Broadcom Inc.,2023-07,buy,0.8699,1,1,0,0
AVGO,Broadcom Inc.,2023-08,sell,-0.926,1,0,1,0
AVGO,Broadcom Inc.,2023-09,sell,-0.6839,4,0,3,1
AVGO,Broadcom Inc.,2023-12,buy,0.91,1,1,0,0
AWK,American Water Works,2022-05,buy,0.151,1,0,0,1
AWK,American Water Works,2022-09,sell,-0.9302,1,0,1,0
AWK,American Water Works,2023-02,hold,-0.006,1,0,0,1
AWK,American Water Works,2024-02,sell,-0.6216,1,0,1,0
AXON,Axon Enterprise,2022-10,sell,-0.8092,1,0,1,0
AXON,Axon Enterprise,2022-11,sell,-0.4457,2,0,1,1
AXON,Axon Enterprise,2022-12,sell,-0.1737,2,1,1,0
AXP,American Express,2022-09,hold,0.0463,1,0,0,1
AXP,American Express,2022-10,hold,0.0134,2,0,0,2
AXP,American Express,2022-11,buy,0.1367,1,0,0,1
AXP,American Express,2023-01,hold,0.05,1,0,0,1
AXP,American Express,2023-09,sell,-0.8811,1,0,1,0
AXP,American Express,2023-10,buy,0.4581,2,1,0,1
AXP,American Express,2024-03,buy,0.1551,1,0,0,1
AXP,American Express,2024-04,hold,-0.0076,1,0,0,1
BA,Boeing,2024-03,sell,-0.5397,9,2,7,0
BA,Boeing,2024-04,buy,0.9201,1,1,0,0
BAC,Bank of America,2024-01,sell,-0.3878,2,1,1,0
BAC,Bank of America,2024-02,sell,-0.5475,3,0,3,0
BAC,Bank of America,2024-03,buy,0.343,2,1,0,1
BAC,Bank of America,2024-04,sell,-0.1986,3,0,1,2
BALL,Ball Corporation,2022-01,buy,0.4052,2,1,0,1
BALL,Ball Corporation,2022-02,buy,0.1356,1,0,0,1
BAX,Baxter International,2020-06,sell,-0.1202,1,0,0,1
BAX,Baxter International,2021-01,buy,0.2979,1,0,0,1
BBWI,"Bath & Body Works, Inc.",2022-10,sell,-0.9153,1,0,1,0
BBWI,"Bath & Body Works, Inc.",2022-11,sell,-0.9474,1,0,1,0
BBWI,"Bath & Body Works, Inc.",2022-12,sell,-0.4075,1,0,1,0
BBWI,"Bath & Body Works, Inc.",2023-01,sell,-0.5387,3,1,2,0
BBWI,"Bath & Body Works, Inc.",2023-02,sell,-0.5532,2,0,1,1
BBWI,"Bath & Body Works, Inc.",2023-05,hold,-0.0192,2,1,1,0
BBY,Best Buy,2024-02,sell,-0.5322,1,0,1,0
BBY,Best Buy,2024-03,buy,0.8557,1,1,0,0
BBY,Best Buy,2024-04,buy,0.2562,8,4,3,1
BDX,Becton Dickinson,2020-07,sell,-0.8633,1,0,1,0
BDX,Becton Dickinson,2020-09,buy,0.2465,1,0,0,1
BDX,Becton Dickinson,2020-10,buy,0.4273,1,1,0,0
BDX,Becton Dickinson,2021-12,buy,0.9314,1,1,0,0
BDX,Becton Dickinson,2022-04,sell,-0.8532,1,0,1,0
BDX,Becton Dickinson,2022-06,buy,0.9085,2,2,0,0
BDX,Becton Dickinson,2022-07,buy,0.7613,1,1,0,0
BDX,Becton Dickinson,2023-04,buy,0.9318,1,1,0,0
BDX,Becton Dickinson,2023-05,buy,0.8413,1,1,0,0
BEN,Franklin Templeton,2024-03,sell,-0.1867,10,1,4,5
BF.B,Brown–Forman,2022-10,sell,-0.8367,1,0,1,0
BF.B,Brown–Forman,2023-03,sell,-0.738,2,0,2,0
BF.B,Brown–Forman,2023-06,sell,-0.1989,1,0,0,1
BF.B,Brown–Forman,2023-08,buy,0.274,3,1,0,2
BF.B,Brown–Forman,2023-09,buy,0.9236,1,1,0,0
BG,Bunge Global SA,2021-10,sell,-0.158,1,0,0,1
BG,Bunge Global SA,2021-11,sell,-0.7656,2,0,2,0
BIIB,Biogen,2022-01,sell,-0.182,3,1,1,1
BIIB,Biogen,2022-02,sell,-0.9401,2,0,2,0
BIIB,Biogen,2022-05,hold,-0.0292,1,0,0,1
BIIB,Biogen,2022-07,buy,0.8023,1,1,0,0
BIIB,Biogen,2022-09,buy,0.803,1,1,0,0
BIIB,Biogen,2022-11,sell,-0.9256,1,0,1,0
BIIB,Biogen,2023-03,buy,0.1026,1,0,0,1
BK,Bank of New York Mellon,2021-02,buy,0.9074,1,1,0,0
BK,Bank of New York Mellon,2021-06,sell,-0.3638,1,0,1,0
BK,Bank of New York Mellon,2021-10,buy,0.1732,1,0,0,1
BK,Bank of New York Mellon,2022-02,sell,-0.9607,1,0,1,0
BK,Bank of New York Mellon,2023-11,hold,0.0844,1,0,0,1
BK,Bank of New York Mellon,2024-03,hold,0.0559,1,0,0,1
BKNG,Booking Holdings,2023-08,sell,-0.7312,1,0,1,0
BKR,Baker Hughes,2021-02,sell,-0.4018,1,0,1,0
BLDR,Builders FirstSource,2024-01,sell,-0.1287,3,1,1,1
BLDR,Builders FirstSource,2024-02,sell,-0.4707,2,0,1,1
BLDR,Builders FirstSource,2024-03,sell,-0.2915,2,1,1,0
BLDR,Builders FirstSource,2024-04,hold,0.0049,2,0,0,2
BLK,BlackRock,2023-10,sell,-0.2684,1,0,1,0
BLK,BlackRock,2023-11,buy,0.2547,5,1,1,3
BLK,BlackRock,2023-12,buy,0.5402,3,3,0,0
BLK,BlackRock,2024-01,hold,0.0923,1,0,0,1
BMY,Bristol Myers Squibb,2020-11,buy,0.1189,1,0,0,1
BMY,Bristol Myers Squibb,2021-04,sell,-0.9524,1,0,1,0
BMY,Bristol Myers Squibb,2022-08,sell,-0.8438,1,0,1,0
BMY,Bristol Myers Squibb,2023-12,buy,0.5512,3,2,0,1
BMY,Bristol Myers Squibb,2024-02,hold,-0.0232,2,1,1,0
BR,Broadridge Financial Solutions,2023-01,hold,-0.0303,1,0,0,1
BR,Broadridge Financial Solutions,2023-02,sell,-0.245,2,0,1,1
BR,Broadridge Financial Solutions,2024-04,hold,0.0376,2,0,0,2
BRK.B,Berkshire Hathaway,2023-04,buy,0.2032,1,0,0,1
BRK.B,Berkshire Hathaway,2023-05,sell,-0.1107,5,2,2,1
BRK.B,Berkshire Hathaway,2023-06,buy,0.4325,2,1,0,1
BRK.B,Berkshire Hathaway,2023-07,sell,-0.273,1,0,0,1
BRK.B,Berkshire Hathaway,2023-08,hold,0.0353,1,0,0,1
BRO,Brown & Brown,2023-12,buy,0.696,1,1,0,0
BRO,Brown & Brown,2024-01,buy,0.4199,1,1,0,0
BSX,Boston Scientific,2023-12,sell,-0.4133,1,0,1,0
BSX,Boston Scientific,2024-01,sell,-0.3071,3,1,2,0
BSX,Boston Scientific,2024-02,buy,0.7076,1,1,0,0
BWA,BorgWarner,2020-06,sell,-0.9543,1,0,1,0
BWA,BorgWarner,2022-10,sell,-0.7339,1,0,1,0
BWA,BorgWarner,2022-11,sell,-0.7981,1,0,1,0
BWA,BorgWarner,2023-01,buy,0.526,2,2,0,0
BX,Blackstone,2021-08,buy,0.2577,1,0,0,1
BX,Blackstone,2021-10,buy,0.2219,1,0,0,1
BX,Blackstone,2022-01,sell,-0.903,1,0,1,0
BX,Blackstone,2022-02,sell,-0.9577,1,0,1,0
BX,Blackstone,2022-04,buy,0.8268,1,1,0,0
BX,Blackstone,2022-06,sell,-0.5408,1,0,1,0
BX,Blackstone,2022-10,sell,-0.8332,1,0,1,0
BX,Blackstone,2022-11,sell,-0.6566,1,0,1,0
BX,Blackstone,2023-01,hold,0.0886,1,0,0,1
BX,Blackstone,2023-03,sell,-0.7008,1,0,1,0
BXP,Boston Properties,2021-11,hold,0.0666,1,0,0,1
BXP,Boston Properties,2022-07,hold,-0.0751,1,0,0,1
BXP,Boston Properties,2022-09,hold,0.0846,1,0,0,1
BXP,Boston Properties,2022-12,sell,-0.3384,1,0,1,0
BXP,Boston Properties,2023-03,sell,-0.3973,4,1,3,0
BXP,Boston Properties,2023-05,hold,0.0151,2,0,1,1
C,Citigroup,2022-11,sell,-0.9268,1,0,1,0
C,Citigroup,2023-01,sell,-0.7653,1,0,1,0
C,Citigroup,2023-04,hold,-0.0742,2,1,1,0
C,Citigroup,2023-05,sell,-0.6556,1,0,1,0
C,Citigroup,2023-08,buy,0.893,1,1,0,0
C,Citigroup,2023-09,sell,-0.9546,1,0,1,0
C,Citigroup,2023-10,sell,-0.7502,2,0,2,0
C,Citigroup,2024-04,buy,0.3752,1,1,0,0
CAG,Conagra Brands,2020-03,buy,0.6384,1,1,0,0
CAG,Conagra Brands,2020-09,sell,-0.644,1,0,1,0
CAG,Conagra Brands,2021-02,buy,0.8298,1,1,0,0
CAG,Conagra Brands,2021-05,hold,0.0468,1,0,0,1
CAG,Conagra Brands,2021-07,sell,-0.9647,1,0,1,0
CAG,Conagra Brands,2021-10,buy,0.9258,1,1,0,0
CAG,Conagra Brands,2023-09,sell,-0.8287,1,0,1,0
CAG,Conagra Brands,2023-10,sell,-0.961,1,0,1,0
CAH,Cardinal Health,2022-10,sell,-0.3265,1,0,0,1
CAH,Cardinal Health,2023-09,sell,-0.2529,1,0,0,1
CARR,Carrier Global,2022-02,sell,-0.6597,1,0,1,0
CARR,Carrier Global,2022-06,sell,-0.8533,1,0,1,0
CARR,Carrier Global,2023-11,sell,-0.9443,1,0,1,0
CARR,Carrier Global,2023-12,hold,0.0162,3,1,1,1
CARR,Carrier Global,2024-01,buy,0.3016,4,2,1,1
CAT,Caterpillar Inc.,2022-07,sell,-0.8368,1,0,1,0
CAT,Caterpillar Inc.,2022-10,hold,-0.0225,1,0,1,0
CAT,Caterpillar Inc.,2023-01,sell,-0.9012,1,0,1,0
CAT,Caterpillar Inc.,2023-02,sell,-0.7628,3,0,3,0
CAT,Caterpillar Inc.,2023-03,sell,-0.9235,1,0,1,0
CAT,Caterpillar Inc.,2023-05,sell,-0.9278,1,0,1,0
CAT,Caterpillar Inc.,2024-04,sell,-0.9021,2,0,2,0
CB,Chubb Limited,2023-12,hold,0.0452,1,0,0,1
CBOE,Cboe Global Markets,2020-03,sell,-0.4008,1,0,0,1
CBOE,Cboe Global Markets,2020-05,buy,0.3512,1,0,0,1
CBOE,Cboe Global Markets,2020-09,sell,-0.7506,1,0,1,0
CBOE,Cboe Global Markets,2020-12,sell,-0.5057,1,0,1,0
CBOE,Cboe Global Markets,2021-07,buy,0.1192,1,0,0,1
CBOE,Cboe Global Markets,2021-08,sell,-0.5217,1,0,1,0
CBOE,Cboe Global Markets,2022-05,hold,-0.0342,1,0,0,1
CBOE,Cboe Global Markets,2023-06,hold,-0.0302,1,0,0,1
CBOE,Cboe Global Markets,2023-10,sell,-0.8056,1,0,1,0
CCI,Crown Castle,2021-01,buy,0.1541,1,0,0,1
CCI,Crown Castle,2022-07,sell,-0.878,1,0,1,0
CCI,Crown Castle,2022-09,hold,-0.027,2,0,0,2
CCI,Crown Castle,2023-01,hold,0.0148,1,0,0,1
CCI,Crown Castle,2023-03,buy,0.1023,1,0,0,1
CCI,Crown Castle,2023-06,sell,-0.3708,2,0,1,1
CCI,Crown Castle,2023-09,hold,0.0032,1,0,0,1
CCL,Carnival,2022-04,sell,-0.9393,1,0,1,0
CCL,Carnival,2022-05,buy,0.1963,1,0,0,1
CCL,Carnival,2022-09,sell,-0.9671,1,0,1,0
CCL,Carnival,2022-11,sell,-0.9667,1,0,1,0
CCL,Carnival,2023-03,hold,-0.0077,2,1,1,0
CCL,Carnival,2023-05,buy,0.8535,1,1,0,0
CCL,Carnival,2023-06,sell,-0.365,3,1,2,0
CDNS,Cadence Design Systems,2020-08,sell,-0.234,1,0,0,1
CDNS,Cadence Design Systems,2021-01,hold,-0.0684,1,0,0,1
CDNS,Cadence Design Systems,2021-08,sell,-0.5243,1,0,1,0
CDNS,Cadence Design Systems,2023-11,buy,0.4288,1,1,0,0
CDW,CDW,2020-07,hold,0.0545,1,0,0,1
CDW,CDW,2021-07,hold,-0.0007,1,0,0,1
CDW,CDW,2021-10,sell,-0.4002,3,0,3,0
CDW,CDW,2021-11,hold,-0.0112,1,0,0,1
CDW,CDW,2021-12,buy,0.8619,1,1,0,0
CE,Celanese,2022-01,sell,-0.4265,2,0,1,1
CE,Celanese,2022-02,sell,-0.6877,2,0,1,1
CEG,Constellation Energy,2024-04,sell,-0.7408,2,0,2,0
CF,CF Industries,2022-04,sell,-0.2135,2,1,1,0
CF,CF Industries,2023-01,sell,-0.7212,1,0,1,0
CF,CF Industries,2023-07,sell,-0.1695,1,0,1,0
CF,CF Industries,2023-08,buy,0.665,1,1,0,0
CF,CF Industries,2023-09,buy,0.7212,2,2,0,0
CF,CF Industries,2023-10,hold,0.0893,2,1,1,0
CF,CF Industries,2024-03,hold,0.0559,1,0,0,1
CFG,Citizens Financial Group,2022-04,buy,0.1398,1,0,0,1
CFG,Citizens Financial Group,2022-05,sell,-0.6228,1,0,1,0
CFG,Citizens Financial Group,2022-09,buy,0.2886,1,0,0,1
CFG,Citizens Financial Group,2022-10,sell,-0.5388,1,0,1,0
CFG,Citizens Financial Group,2022-11,buy,0.9123,1,1,0,0
CFG,Citizens Financial Group,2023-01,sell,-0.7743,1,0,1,0
CFG,Citizens Financial Group,2024-02,buy,0.8523,1,1,0,0
CHD,Church & Dwight,2020-04,sell,-0.4578,1,0,1,0
CHD,Church & Dwight,2020-08,sell,-0.1854,1,0,0,1
CHD,Church & Dwight,2020-11,sell,-0.7237,1,0,1,0
CHTR,Charter Communications,2023-09,buy,0.1839,2,1,1,0
CHTR,Charter Communications,2023-12,buy,0.511,3,2,0,1
CI,Cigna,2021-08,sell,-0.6041,1,0,1,0
CL,Colgate-Palmolive,2023-01,sell,-0.813,1,0,1,0
CL,Colgate-Palmolive,2023-04,hold,0.058,2,1,1,0
CL,Colgate-Palmolive,2023-05,buy,0.2083,1,0,0,1
CL,Colgate-Palmolive,2023-08,sell,-0.7613,1,0,1,0
CLX,Clorox,2020-05,buy,0.9332,1,1,0,0
CLX,Clorox,2020-06,buy,0.8744,1,1,0,0
CLX,Clorox,2020-08,buy,0.5543,2,1,0,1
CLX,Clorox,2020-11,buy,0.4922,2,2,0,0
CLX,Clorox,2021-05,sell,-0.9636,1,0,1,0
CLX,Clorox,2021-08,buy,0.8733,1,1,0,0
CLX,Clorox,2021-11,buy,0.8542,1,1,0,0
CLX,Clorox,2022-02,buy,0.9131,1,1,0,0
CMA,Comerica,2023-03,sell,-0.7244,1,0,1,0
CMA,Comerica,2023-05,sell,-0.9587,1,0,1,0
CMA,Comerica,2023-06,buy,0.6762,2,2,0,0
CMA,Comerica,2023-11,sell,-0.7662,1,0,1,0
CMA,Comerica,2023-12,hold,-0.015,2,1,1,0
CMA,Comerica,2024-01,sell,-0.1989,3,1,2,0
CMCSA,Comcast,2020-11,hold,0.0817,1,0,0,1
CMCSA,Comcast,2021-07,buy,0.8197,1,1,0,0
CMCSA,Comcast,2021-08,buy,0.1996,1,0,0,1
CMCSA,Comcast,2021-10,sell,-0.5981,3,0,2,1
CMCSA,Comcast,2021-12,sell,-0.9663,1,0,1,0
CMCSA,Comcast,2022-01,sell,-0.6862,1,0,1,0
CMCSA,Comcast,2024-04,sell,-0.9351,2,0,2,0
CME,CME Group,2023-09,sell,-0.5648,1,0,1,0
CME,CME Group,2023-11,hold,0.0346,1,0,0,1
CMG,Chipotle Mexican Grill,2022-10,buy,0.7806,1,1,0,0
CMG,Chipotle Mexican Grill,2023-01,buy,0.5789,1,1,0,0
CMG,Chipotle Mexican Grill,2023-02,buy,0.7975,2,2,0,0
CMG,Chipotle Mexican Grill,2023-04,hold,-0.0788,2,1,1,0
CMG,Chipotle Mexican Grill,2023-09,buy,0.7836,1,1,0,0
CMG,Chipotle Mexican Grill,2023-12,buy,0.696,1,1,0,0
CMG,Chipotle Mexican Grill,2024-01,buy,0.8391,1,1,0,0
CMS,CMS Energy,2024-03,sell,-0.1281,2,1,1,0
CNC,Centene Corporation,2023-08,hold,0.0349,1,0,0,1
COF,Capital One,2022-03,hold,0.0573,1,0,0,1
COF,Capital One,2022-05,hold,0.0583,2,0,0,2
COF,Capital One,2022-08,hold,0.0313,1,0,0,1
COF,Capital One,2022-10,hold,0.052,2,0,0,2
COF,Capital One,2022-11,hold,0.018,1,0,0,1
COF,Capital One,2023-06,hold,0.0422,1,0,0,1
COF,Capital One,2024-04,sell,-0.1777,2,0,1,1
COO,CooperCompanies,2023-06,sell,-0.401,1,0,0,1
COST,Costco,2023-09,buy,0.1322,1,0,0,1
COST,Costco,2023-10,buy,0.2182,2,1,1,0
COST,Costco,2023-11,buy,0.2549,3,1,0,2
COST,Costco,2023-12,sell,-0.8205,2,0,2,0
COST,Costco,2024-01,hold,-0.0514,2,1,1,0
CPRT,Copart,2020-01,buy,0.7475,1,1,0,0
CPRT,Copart,2020-02,sell,-0.9637,1,0,1,0
CPRT,Copart,2020-03,sell,-0.9418,1,0,1,0
CPRT,Copart,2020-05,hold,-0.0064,1,0,0,1
CPT,Camden Property Trust,2024-04,sell,-0.6065,1,0,1,0
CRL,Charles River Laboratories,2023-05,sell,-0.8991,2,0,2,0
CRM,Salesforce,2023-10,sell,-0.7627,1,0,1,0
CRM,Salesforce,2023-11,buy,0.3768,6,3,1,2
CRM,Salesforce,2023-12,sell,-0.9397,1,0,1,0
CRM,Salesforce,2024-01,buy,0.7979,2,2,0,0
CSCO,Cisco,2022-11,buy,0.7947,1,1,0,0
CSCO,Cisco,2023-02,buy,0.1508,3,2,1,0
CSCO,Cisco,2023-07,buy,0.9284,1,1,0,0
CSCO,Cisco,2023-08,sell,-0.9501,2,0,2,0
CSCO,Cisco,2023-09,sell,-0.9671,1,0,1,0
CSCO,Cisco,2024-04,buy,0.925,2,2,0,0
CSGP,CoStar Group,2020-10,buy,0.4272,1,0,0,1
CSGP,CoStar Group,2020-12,sell,-0.9477,1,0,1,0
CSGP,CoStar Group,2021-01,hold,0.0913,2,1,1,0
CSX,CSX,2020-01,sell,-0.9121,1,0,1,0
CSX,CSX,2021-04,sell,-0.9538,1,0,1,0
CSX,CSX,2021-11,sell,-0.2099,1,0,0,1
CTAS,Cintas,2023-08,hold,0.033,1,0,0,1
CTAS,Cintas,2023-09,sell,-0.3592,4,0,2,2
CTAS,Cintas,2023-10,sell,-0.3305,2,1,1,0
CTAS,Cintas,2023-11,hold,-0.0119,2,1,1,0
CTAS,Cintas,2023-12,sell,-0.3023,1,0,1,0
CTLT,Catalent,2023-04,buy,0.9284,1,1,0,0
CTLT,Catalent,2023-05,sell,-0.9174,3,0,3,0
CTLT,Catalent,2023-06,buy,0.2584,1,1,0,0
CTLT,Catalent,2023-07,hold,0.0027,2,1,1,0
CTLT,Catalent,2023-08,sell,-0.5383,3,1,2,0
CTRA,Coterra,2024-01,buy,0.8692,2,2,0,0
CTRA,Coterra,2024-03,buy,0.3745,3,2,0,1
CTRA,Coterra,2024-04,hold,0.0451,5,2,2,1
CTSH,Cognizant,2022-07,sell,-0.4585,2,0,1,1
CTSH,Cognizant,2023-09,hold,0.0422,4,1,1,2
CTSH,Cognizant,2023-10,hold,-0.037,2,1,1,0
CTVA,Corteva,2020-10,buy,0.5562,1,1,0,0
CTVA,Corteva,2020-11,hold,0.0832,1,0,0,1
CTVA,Corteva,2022-11,sell,-0.8019,1,0,1,0
CTVA,Corteva,2023-07,buy,0.1247,3,1,1,1
CTVA,Corteva,2023-09,buy,0.9028,1,1,0,0
CTVA,Corteva,2023-10,buy,0.782,1,1,0,0
CTVA,Corteva,2023-11,hold,-0.0668,2,1,1,0
CVS,CVS Health,2020-11,buy,0.2407,1,0,0,1
CVS,CVS Health,2022-08,hold,0.0484,1,0,0,1
CVS,CVS Health,2023-01,hold,0.0024,2,1,1,0
CVS,CVS Health,2023-08,buy,0.3383,1,0,0,1
CVS,CVS Health,2023-10,sell,-0.6785,2,0,2,0
