datadate,permno,ticker,comnam,ret_fwd_1
2021-12-31,21020,AAL,AMERICAN AIRLINES GROUP INC,-0.082962
2021-12-31,39490,APA,A P A CORP,0.23968
2021-12-31,19561,BA,BOEING CO,-0.005365
2021-12-31,89533,WYNN,WYNN RESORTS LTD,0.004821
2021-12-31,14338,HLT,HILTON WORLDWIDE HOLDINGS INC,-0.069748
2021-12-31,91041,LYV,LIVE NATION ENTERTAINMENT INC,-0.085053
2021-12-31,18312,MRNA,MODERNA INC,-0.333294
2021-12-31,91926,DAL,DELTA AIR LINES INC,0.015609
2021-12-31,85913,MAR,MARRIOTT INTERNATIONAL INC NEW,-0.024934
2021-12-31,90505,LVS,LAS VEGAS SANDS CORP,0.163656
2021-12-31,81540,ABC,AMERISOURCEBERGEN CORP,0.024908
2021-12-31,86996,SBAC,S B A COMMUNICATIONS CORP NEW,-0.163436
2021-12-31,91152,TDG,TRANSDIGM GROUP INC,-0.031574
2021-12-31,86111,AMT,AMERICAN TOWER CORP NEW,-0.140171
2021-12-31,17700,CDAY,CERIDIAN H C M HOLDING INC,-0.274172
2021-12-31,61735,AON,AON PLC NEW,-0.078553
2021-12-31,87447,UPS,UNITED PARCEL SERVICE INC,-0.056592
2021-12-31,81061,MCK,MCKESSON H B O C INC,0.032788
2021-12-31,15850,MTCH,MATCH GROUP INC NEW,-0.147826
2021-12-31,77702,SBUX,STARBUCKS CORP,-0.159443
2021-12-31,43449,MCD,MCDONALDS CORP,-0.032156
2021-12-31,86339,CCI,CROWN CASTLE INTL CORP NEW,-0.125659
2021-12-31,12622,HCA,H C A HEALTHCARE INC,-0.065663
2021-12-31,59176,AXP,AMERICAN EXPRESS CO,0.101773
2021-12-31,90808,EXPE,EXPEDIA GROUP INC,0.014221
2021-12-31,91068,CMG,CHIPOTLE MEXICAN GRILL INC,-0.150247
2021-12-31,44644,ADP,AUTOMATIC DATA PROCESSING INC,-0.163882
2021-12-31,19286,OTIS,OTIS WORLDWIDE CORP,-0.018835
2021-12-31,12449,FLT,FLEETCOR TECHNOLOGIES INC,0.064421
2021-12-31,16431,LW,LAMB WESTON HOLDINGS INC,0.013096
2021-12-31,57568,BLL,BALL CORP,0.008622
2021-12-31,58683,LUV,SOUTHWEST AIRLINES CO,0.044818
2021-12-31,21178,LMT,LOCKHEED MARTIN CORP,0.094876
2021-12-31,90880,AMP,AMERIPRISE FINANCIAL INC,0.008785
2021-12-31,28484,HES,HESS CORP,0.246657
2021-12-31,92611,V,VISA INC,0.043653
2021-12-31,76712,AES,A E S CORP,-0.080741
2021-12-31,45751,MMC,MARSH & MCLENNAN COS INC,-0.113019
2021-12-31,48725,UNP,UNION PACIFIC CORP,-0.029294
2021-12-31,21371,CAH,CARDINAL HEALTH INC,0.001554
2021-12-31,81655,DRI,DARDEN RESTAURANTS INC,-0.064193
2021-12-31,83143,IRM,IRON MOUNTAIN INC NEW,-0.122492
2021-12-31,24205,NEE,NEXTERA ENERGY INC,-0.163239
2021-12-31,30681,OMC,OMNICOM GROUP INC,0.028525
2021-12-31,90071,NRG,N R G ENERGY INC,-0.064995
2021-12-31,92614,AWK,AMERICAN WATER WORKS CO INC,-0.148576
2021-12-31,12308,CHTR,CHARTER COMMUNICATIONS INC NEW,-0.089927
2021-12-31,82307,DVA,DAVITA INC,-0.04738
2021-12-31,87267,BLK,BLACKROCK INC,-0.101162
2021-12-31,80563,PENN,PENN NATIONAL GAMING INC,-0.120347
2021-12-31,10145,HON,HONEYWELL INTERNATIONAL INC,-0.019328
2021-12-31,90993,ICE,INTERCONTINENTALEXCHANGE GRP INC,-0.07392
2021-12-31,15488,PYPL,PAYPAL HOLDINGS INC,-0.088238
2021-12-31,75607,NLOK,NORTONLIFELOCK INC,0.001155
2021-12-31,78987,MCHP,MICROCHIP TECHNOLOGY INC,-0.110039
2021-12-31,11308,KO,COCA COLA CO,0.0304
2021-12-31,93089,VRSK,VERISK ANALYTICS INC,-0.142526
2021-12-31,38093,AJG,GALLAGHER ARTHUR J & CO,-0.069134
2021-12-31,24643,HWM,HOWMET AEROSPACE INC,-0.023249
2021-12-31,89617,EQIX,EQUINIX INC,-0.142982
2021-12-31,18542,CAT,CATERPILLAR INC,-0.019687
2021-12-31,62148,CSX,C S X CORP,-0.089894
2021-12-31,93436,TSLA,TESLA INC,-0.113609
2021-12-31,13911,IQV,IQVIA HOLDINGS INC,-0.131991
2021-12-31,53065,IPG,INTERPUBLIC GROUP COS INC,-0.051001
2021-12-31,27828,HPQ,H P INC,-0.024954
2021-12-31,92121,DFS,DISCOVER FINANCIAL SERVICES,0.001644
2021-12-31,19350,DE,DEERE & CO,0.097728
2021-12-31,63467,BRO,BROWN & BROWN INC,-0.056915
2021-12-31,13901,MO,ALTRIA GROUP INC,0.073644
2021-12-31,64311,NSC,NORFOLK SOUTHERN CORP,-0.086393
2021-12-31,10104,ORCL,ORACLE CORP,-0.065703
2021-12-31,81774,FCX,FREEPORT MCMORAN INC,-0.104481
2021-12-31,11955,WM,WASTE MANAGEMENT INC DEL,-0.098622
2021-12-31,91233,MA,MASTERCARD INC,0.076673
2021-12-31,14579,PAYC,PAYCOM SOFTWARE INC,-0.192418
2021-12-31,89508,KMX,CARMAX INC,-0.146356
2021-12-31,23229,CMS,C M S ENERGY CORP,-0.0103
2021-12-31,23819,HAL,HALLIBURTON CO,0.344119
2021-12-31,85926,SEE,SEALED AIR CORP NEW,0.00667
2021-12-31,92402,MSCI,M S C I INC,-0.124973
2021-12-31,91103,UAL,UNITED AIRLINES HOLDINGS INC,-0.020557
2021-12-31,28804,ALK,ALASKA AIRGROUP INC,0.050672
2021-12-31,87137,DVN,DEVON ENERGY CORP NEW,0.148014
2021-12-31,80191,ALB,ALBEMARLE CORP,-0.055739
2021-12-31,90601,NDAQ,NASDAQ INC,-0.14666
2021-12-31,89393,NFLX,NETFLIX INC,-0.290983
2021-12-31,12448,FRC,FIRST REPUBLIC BANK S F NEW,-0.158346
2021-12-31,12431,TT,TRANE TECHNOLOGIES PLC,-0.143197
2021-12-31,22779,MSI,MOTOROLA SOLUTIONS INC,-0.146338
2021-12-31,90199,CBRE,C B R E GROUP INC,-0.066077
2021-12-31,85257,AME,AMETEK INC NEW,-0.069845
2021-12-31,18428,DOW,DOW INC,0.053068
2021-12-31,52090,MKC,MCCORMICK & CO INC,0.038298
2021-12-31,90520,CE,CELANESE CORP DEL,-0.073486
2021-12-31,14593,AAPL,APPLE INC,-0.015712
2021-12-31,64390,PGR,PROGRESSIVE CORP OH,0.059523
2021-12-31,75186,SCHW,SCHWAB CHARLES CORP NEW,0.042806
2021-12-31,28222,APD,AIR PRODUCTS & CHEMICALS INC,-0.072767
2021-12-31,14295,TWTR,TWITTER INC,-0.132115
2021-12-31,86783,BKNG,BOOKING HOLDINGS INC,0.023716
2021-12-31,89626,CME,C M E GROUP INC,0.004552
2021-12-31,11786,SIVB,S V B FINANCIAL GROUP,-0.139095
2021-12-31,24766,NOC,NORTHROP GRUMMAN CORP,-0.044359
2021-12-31,64936,D,DOMINION ENERGY INC,0.026731
2021-12-31,19166,FMC,F M C CORP,0.004368
2021-12-31,44329,TFX,TELEFLEX INC,-0.055681
2021-12-31,11891,MGM,M G M RESORTS INTERNATIONAL,-0.048128
2021-12-31,25320,CPB,CAMPBELL SOUP CO,0.0237
2021-12-31,48506,MCO,MOODYS CORP,-0.121819
2021-12-31,17743,WRB,BERKLEY W R CORP,0.02561
2021-12-31,15202,VMC,VULCAN MATERIALS CO,-0.083197
2021-12-31,23536,WEC,W E C ENERGY GROUP INC,-0.000309
2021-12-31,88281,CRL,CHARLES RIVER LABS INTL INC,-0.124794
2021-12-31,70578,ECL,ECOLAB INC,-0.192421
2021-12-31,14763,CTLT,CATALENT INC,-0.188237
2021-12-31,92602,PM,PHILIP MORRIS INTERNATIONAL INC,0.082632
