symbol,company,year_month,signal,weighted_sentiment_score,avg_sentiment_score,article_count,positive_count,negative_count,neutral_count,effective_article_count
MMM,3M,2024-04,hold,0.0,0.0,0,0,0,0,0.0
MMM,3M,2024-05,hold,0.0,0.0,0,0,0,0,0.0
MMM,3M,2024-06,hold,0.0,0.0,0,0,0,0,0.0
MMM,3M,2024-07,hold,0.0,0.0,0,0,0,0,0.0
MMM,3M,2024-08,hold,0.0,0.0,0,0,0,0,0.0
MMM,3M,2024-09,hold,0.0,0.0,0,0,0,0,0.0
MMM,3M,2024-10,hold,0.0,0.0,0,0,0,0,0.0
MMM,3M,2024-11,hold,0.0,0.0,0,0,0,0,0.0
MMM,3M,2024-12,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2015-01,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2015-02,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2015-03,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2015-04,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2015-05,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2015-06,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2015-07,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2015-08,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2015-09,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2015-10,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2015-11,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2015-12,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2016-01,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2016-02,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2016-03,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2016-04,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2016-05,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2016-06,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2016-07,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2016-08,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2016-09,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2016-10,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2016-11,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2016-12,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2017-01,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2017-02,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2017-03,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2017-04,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2017-05,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2017-06,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2017-07,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2017-08,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2017-09,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2017-10,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2017-11,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2017-12,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2018-01,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2018-02,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2018-03,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2018-04,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2018-05,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2018-06,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2018-07,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2018-08,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2018-09,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2018-10,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2018-11,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2018-12,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2019-01,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2019-02,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2019-03,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2019-04,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2019-05,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2019-06,hold,0.0,0.0,0,0,0,0,0.0
AOS,A. O. Smith,2019-07,hold,0.0,0.0,0,0,0,0,0.0
